session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Bilingual,Country of Birth,Current Country of Residence,Current U.S state of birth,Current U.S state of residence,Employment Status,English speaking Monolingual,Ethnicity,Ethnicity (Simplified),First language,First Language,Fluent languages,Hearing difficulties,Language related disorders,Literacy Difficulties,Mono/multi cultural,Nationality,Sex,Student Status,Were you raised monolingual?
6057e3d081f65ce3d09ab08f,5ee50130f8d19d080bcc8263,APPROVED,2021-03-22 00:24:56.760000,2021-03-22 00:35:23.414000,626.654,22,513,2,100,2021-03-23 04:31:20.716000,3900423D,none just my native langauge,United States,United States,Pennsylvania (PA),Pennsylvania (PA),Part-Time,I know one other language in addition to English,White/Caucasian,White,English,English,English,No,none,No,I identify myself as a monocultural individual,United States,Female,Yes,I was raised with my native language only
6057e588f93c2f32c429e834,60368a98238695837a78529b,APPROVED,2021-03-22 00:32:10.166000,2021-03-22 00:44:49.193000,759.027,21,85,2,97,2021-03-23 04:32:09.162000,3900423D,none just my native langauge,United States,United States,New Hampshire (NH),New Hampshire (NH),Unemployed (and job seeking),I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Female,Yes,I was raised with my native language only
6057ed1b391c96b2812d1a8b,5f579b85e5442025dcc0c068,APPROVED,2021-03-22 01:04:27.804000,2021-03-22 01:41:02.404000,2194.6,31,354,3,99,2021-03-23 04:33:00.494000,3900423D,none just my native langauge,United States,United States,New Jersey (NJ),New Jersey (NJ),Full-Time,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
6057ef34fef82d3371d22fd3,5f163626e9b14f1bfccf2b67,APPROVED,2021-03-22 01:13:24.181000,2021-03-22 01:55:58.140000,2553.959,20,488,0,100,2021-03-23 04:35:16.802000,3900423D,none just my native langauge,United States,United States,Massachusetts (MA),New Hampshire (NH),Full-Time,I only know English,White/Caucasian,White,English,English,English,No,none,No,I identify myself as a monocultural individual,United States,Male,Yes,I was raised with my native language only
6057f02469f4cc05326cd268,5fed3c440c041ef9579219e2,RETURNED,2021-03-22 01:17:24.856000,,676846.979308,36,5,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6057f0d7f73b17dbf2bddd99,5d62886927a84f00010fbbb4,APPROVED,2021-03-22 01:20:23.241000,2021-03-22 01:30:48.042000,624.801,34,755,0,100,2021-03-23 04:35:51.104000,3900423D,none just my native langauge,United States,United States,New Jersey (NJ),Connecticut (CT),Unemployed (and job seeking),I only know English,White/Caucasian,White,English,English,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
6057f2b94cc920cd8e13465b,5f4cfe26fc6fe994078bedd3,APPROVED,2021-03-22 01:28:25.915000,2021-03-22 01:53:48.429000,1522.514,31,387,4,98,2021-03-23 04:36:32.384000,3900423D,native language + one other language,United States,United States,New Jersey (NJ),New Jersey (NJ),Full-Time,I know one other language in addition to English,White/Caucasian,White,English,DATA EXPIRED,"English, French",No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
6057f465b74a10b0231e97a1,5ddee8912e6c77e798b5882f,RETURNED,2021-03-22 01:35:38.118000,,675753.734424,21,730,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6057f505b29378cfd9c5e7db,60482cefb198f41385293a2d,RETURNED,2021-03-22 01:38:16.675000,,675595.177554,20,81,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6057f6f1d46021ecb6526224,5e387f2c0d70ef099d5e5a4f,APPROVED,2021-03-22 01:52:06.414000,2021-03-22 02:10:55.765000,1129.351,38,478,0,100,2021-03-23 04:37:09.240000,3900423D,none just my native langauge,United States,United States,Pennsylvania (PA),New Jersey (NJ),Full-Time,I only know English,White/Caucasian,White,,English,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
6057f92e9c4f89fb463c7e81,6039b3699649cf4b48cd3d12,RETURNED,2021-03-22 01:56:05.670000,,674526.190727,18,106,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6057f960bcfed47d8cfef8ef,5fbd1e2fb3756f06700d2475,APPROVED,2021-03-22 01:56:59.407000,2021-03-22 02:23:29.781000,1590.374,31,341,3,100,2021-03-23 04:38:02.378000,3900423D,none just my native langauge,United States,United States,New York (NY),New York (NY),Full-Time,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
6057f97c5a0c3557329e1f10,5edfb0770fb0722aa3839b6d,APPROVED,2021-03-22 02:03:00.925000,2021-03-22 02:16:29.031000,808.106,25,660,0,100,2021-03-23 04:38:26.736000,3900423D,none just my native langauge,United States,United States,New York (NY),New York (NY),Part-Time,I only know English,White/Caucasian,White,English,English,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
6057f9adc96bc24827bc15ba,604d09c45aedf7f70c3c66bf,APPROVED,2021-03-22 01:58:11.194000,2021-03-22 02:15:17.027000,1025.833,31,81,1,100,2021-03-23 04:38:59.895000,3900423D,none just my native langauge,United States,United States,Maryland (MD),"Washington, DC (District of Columbia) (DC)",Full-Time,I only know English,White/Caucasian,White,English,,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
6057fc0fc848b67f1f606351,5e4efd2f00f6070a930f3499,RETURNED,2021-03-22 02:08:15.629000,,673796.259955,19,168,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6057fde7c5590f6a1b90c946,5f23ff398626c51fdd6c3fb5,APPROVED,2021-03-22 02:23:15.175000,2021-03-22 02:43:22.731000,1207.556,39,671,4,99,2021-03-23 04:39:30.308000,3900423D,none just my native langauge,United States,United States,Pennsylvania (PA),Pennsylvania (PA),Full-Time,I only know English,White/Caucasian,White,English,English,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
60580021a08d94ae637c70bb,5c3ebb97b3369c0001a94fea,RETURNED,2021-03-22 02:35:37.888000,,672154.010667,35,582,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
605801bef99c374addd31d36,6021d935ae778527962c9fd3,APPROVED,2021-03-22 02:32:32.959000,2021-03-22 02:43:01.298000,628.339,22,124,0,100,2021-03-23 04:29:49.489000,3900423D,none just my native langauge,United States,United States,Pennsylvania (PA),Delaware (DE),Unemployed (and job seeking),I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Male,Yes,I was raised with my native language only
6058048af51d8575c7e71a76,602c790b7597b0571b1e1472,APPROVED,2021-03-22 02:44:28.452000,2021-03-22 02:55:32.741000,664.289,19,122,0,100,2021-03-23 04:39:58.453000,3900423D,native language + one other language,United States,United States,Pennsylvania (PA),Pennsylvania (PA),Other,I know one other language in addition to English,White/Caucasian,White,English,DATA EXPIRED,"English, Spanish",No,none,No,I identify myself as a monocultural individual,United States,Male,Yes,I was raised with my native language only
6058063a3a50a92487660a04,5c742339e621f900163f4543,APPROVED,2021-03-22 02:51:47.782000,2021-03-22 03:05:25.400000,817.618,38,1140,0,100,2021-03-23 04:40:22.262000,3900423D,none just my native langauge,United States,United States,New York (NY),Pennsylvania (PA),Part-Time,I only know English,White/Caucasian,White,English,English,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
605807d45e746ac201e09a3b,60439d78a013a237855f2ac8,APPROVED,2021-03-22 02:58:37.932000,2021-03-22 03:10:17.588000,699.656,30,90,0,100,2021-03-23 04:40:52.584000,3900423D,none just my native langauge,United States,,Pennsylvania (PA),Pennsylvania (PA),Unemployed (and job seeking),I only know English,White/Caucasian,White,English,,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
6058107e2b94c6a1cf476f90,5fa500331b3c351a9d18488c,APPROVED,2021-03-22 03:35:28.012000,2021-03-22 03:47:14.764000,706.752,21,284,2,99,2021-03-23 04:41:43.249000,3900423D,native language + one other language,United States,United States,Pennsylvania (PA),Pennsylvania (PA),Full-Time,I know one other language in addition to English,White/Caucasian,White,English,DATA EXPIRED,"German, English",No,none,No,I identify myself as a monocultural individual,United States,Male,Yes,I was raised with my native language only
60581b7075c3818f29a00573,5fc3d41149c0c8728f07b95b,RETURNED,2021-03-22 04:22:08.662000,,665763.284709,29,275,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60581f2a25b3b2025e82f432,5f1629ac3136a0181091b4c8,RETURNED,2021-03-22 04:38:06.486000,,664805.460833,24,360,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
605820488f59e762cc002215,604d547ca4ba0b35e56b2594,APPROVED,2021-03-22 04:42:58.830000,2021-03-22 04:58:00.053000,901.223,24,70,0,100,2021-03-23 04:42:10.439000,3900423D,none just my native langauge,United States,,New York (NY),Pennsylvania (PA),Due to start a new job within the next month,I only know English,Black/African American,Black,English,,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
6058224bf680662626bfe69c,5b5b455d8fb47700015830b7,APPROVED,2021-03-22 04:51:26.393000,2021-03-22 05:04:20.742000,774.349,29,1677,4,100,2021-03-23 04:42:35.132000,3900423D,none just my native langauge,United States,United States,New Hampshire (NH),New Hampshire (NH),Full-Time,I only know English,White/Caucasian,White,English,English,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
605823993aebeca996445d64,60514fe20a8ea24a26a96e85,APPROVED,2021-03-22 04:57:03.437000,2021-03-22 05:10:52.654000,829.217,23,22,0,100,2021-03-23 04:45:25.748000,3900423D,none just my native langauge,United States,United States,Pennsylvania (PA),Pennsylvania (PA),Other,I only know English,White/Caucasian,White,English,,English,No,none,No,I identify myself as a monocultural individual,United States,Male,Yes,I was raised with my native language only
6058261cf3b27ecd91dbf2ff,5dd55364dcec8750a2efc32b,REJECTED,2021-03-22 05:07:40.261000,2021-03-22 05:10:45.094000,184.833,37,741,11,97,2021-03-23 04:43:46.700000,NOCODE,none just my native langauge,United States,United States,Pennsylvania (PA),Pennsylvania (PA),Part-Time,I only know English,White/Caucasian,White,English,English,English,No,none,No,I identify myself as a monocultural individual,United States,Female,Yes,I was raised with my native language only
605827d0f3c114ab07f1f963,5ef831c97dcd65573bbb0649,RETURNED,2021-03-22 05:24:56.868000,,661995.111424,24,546,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
605827f0992ee52a1d4bfb89,5ff1e7e39f4b9e67a53f893a,APPROVED,2021-03-22 05:15:36.236000,2021-03-22 05:50:26.055000,2089.819,31,206,3,99,2021-03-23 04:26:04.111000,3900423D,none just my native langauge,United States,United States,New York (NY),New York (NY),Part-Time,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
60582c690e8a0290b6af4ab0,5d0ac7504d57690017a355ef,RETURNED,2021-03-22 05:38:49.241000,2021-03-22 05:50:26.044000,696.803,36,89,0,100,,3900423D,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60582ddc02c844287b4950aa,5f4580ba9ae79f195a9ece38,APPROVED,2021-03-22 05:40:57.141000,2021-03-22 06:19:51.032000,2333.891,30,334,1,100,2021-03-23 04:46:49.888000,3900423D,none just my native langauge,United States,United States,New York (NY),New York (NY),Full-Time,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
60583007ecc00065a304621a,5f317125c5a8420186619723,APPROVED,2021-03-22 05:50:36.696000,2021-03-22 06:09:52.762000,1156.066,34,506,4,99,2021-03-23 04:47:24.701000,3900423D,none just my native langauge,United States,United States,New York (NY),New York (NY),Part-Time,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
60583018432c330f7d7b2f54,5f3bf76b70b2305d2e676bc8,APPROVED,2021-03-22 05:50:37.388000,2021-03-22 06:21:43.898000,1866.51,32,524,0,100,2021-03-23 04:47:54.396000,3900423D,none just my native langauge,United States,United States,New York (NY),New York (NY),Full-Time,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
6058301d77bf28577b3be46c,5f534776275a746493a687ce,TIMED-OUT,2021-03-22 05:50:38.027000,,660453.993451,35,488,2,100,,,none just my native langauge,United States,United States,New York (NY),New York (NY),Full-Time,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
6058328ff16ee7bd46ea0f71,5f70ecb8b8137d701eb29f26,RETURNED,2021-03-22 06:01:05.516000,,659826.513642,29,308,4,98,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60583d2347b3da7d9fdaa84c,54da5f86fdf99b2fd5109e20,RETURNED,2021-03-22 06:45:58.181000,,657133.848742,36,531,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6058437086c8bd6744eaecfb,5f4e50590bf655000c944e16,APPROVED,2021-03-22 07:12:48.481000,2021-03-22 07:39:26.856000,1598.375,30,429,1,100,2021-03-23 04:48:27.416000,3900423D,none just my native langauge,United States,United States,New York (NY),New York (NY),Full-Time,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
605846052b4e5756397443fe,5f6bc8e8a9a9b4134c8719b4,APPROVED,2021-03-22 07:23:49.877000,2021-03-22 08:14:00.631000,3010.754,28,400,2,100,2021-03-23 04:48:53.235000,3900423D,none just my native langauge,United States,United States,New York (NY),New York (NY),Full-Time,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
60584b8c6737a0158d570a2f,5f83ef38cbe72b5820fd270a,TIMED-OUT,2021-03-22 07:47:24.178000,,653447.864064,37,12,0,100,,,none just my native langauge,United States,United States,New Jersey (NJ),New Jersey (NJ),"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
6058620933ce939f429d02f7,5dd28beafce6062a4f5221b3,RETURNED,2021-03-22 09:23:24.326000,,647687.725166,35,727,5,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
