session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Bilingual,Country of Birth,Current Country of Residence,Employment Status,First language,First Language,Fluent languages,Hearing difficulties,Language related disorders,Literacy Difficulties,Mono/multi cultural,Nationality,Sex,Student Status,Were you raised monolingual?
602b295f5bdba424b332ebe6,5ea3b4df5d02233529fce18e,APPROVED,2021-02-16 02:09:35.748000,2021-02-16 02:15:46.437000,370.689,23,121,3,97,2021-02-16 05:22:19.726000,7BA7FE99,native language + one other language,Chile,Chile,Other,Spanish,Spanish,"English, Spanish",No,none,No,I identify myself as a monocultural individual,Chile,Male,Yes,I was raised with my native language only
602b29716e51ba2522ff6720,5e9ea6a98b2cf3268fb89756,APPROVED,2021-02-16 02:09:53.781000,2021-02-16 02:14:31.350000,277.569,26,27,1,94,2021-02-16 14:51:45.811000,7BA7FE99,native language + one other language,Chile,Chile,Part-Time,,Spanish,Spanish,No,none,No,I identify myself as a monocultural individual,Chile,Male,No,I was raised with my native language only
602b297f31de9224d2708375,5f31a4398432b8094e07777c,APPROVED,2021-02-16 02:10:16.608000,2021-02-16 02:16:08.074000,351.466,25,24,0,100,2021-02-16 05:23:14.916000,7BA7FE99,native language + one other language,Mexico,Mexico,Full-Time,Spanish,DATA EXPIRED,"English, Spanish",No,none,No,I identify myself as a monocultural individual,Mexico,Male,No,I was raised with my native language only
602b2a2d2d682d257333d23e,5fff81cad30d320e706d5244,APPROVED,2021-02-16 02:13:05.226000,2021-02-16 02:24:25.817000,680.591,18,13,0,100,2021-02-16 05:11:41.042000,7BA7FE99,native language + one other language,Mexico,Mexico,"Not in paid work (e.g. homemaker', 'retired or disabled)",Spanish,DATA EXPIRED,"English, Spanish",No,none,No,I identify myself as a monocultural individual,Mexico,Male,Yes,I was raised with my native language only
602b2bb5b88b07269953ee03,5d6b27a296bbe3001a2feb94,APPROVED,2021-02-16 02:21:41.499000,2021-02-16 02:28:42.560000,421.061,22,123,0,100,2021-02-16 05:16:17.477000,7BA7FE99,native language + one other language,Chile,Chile,Full-Time,,Spanish,"Spanish, English",No,none,No,I identify myself as a monocultural individual,Chile,Female,Yes,I was raised with my native language only
602b2bb7e527c32704fb0482,5f120bfe1a1a2c120f3dd9f3,APPROVED,2021-02-16 02:24:49.373000,2021-02-16 02:45:31.593000,1242.22,21,58,0,100,2021-02-16 05:07:47.937000,7BA7FE99,native language + one other language,Mexico,Mexico,Other,,Spanish,Spanish,No,none,No,I identify myself as a monocultural individual,Mexico,Male,Yes,I was raised with my native language only
602b2c01d8abe62615eabf58,5d4cc624ae079c0019f544b6,APPROVED,2021-02-16 02:20:53.794000,2021-02-16 02:27:37.685000,403.891,20,97,2,97,2021-02-16 05:20:19.972000,7BA7FE99,native language + one other language,Mexico,Mexico,Other,Spanish,Spanish,"English, Spanish",No,none,No,I identify myself as a monocultural individual,Mexico,Female,Yes,I was raised with my native language only
602b2cbe3b8daf25a1c171ae,5f31de301a469e11624f7948,APPROVED,2021-02-16 02:30:23.257000,2021-02-16 02:37:11.565000,408.308,21,60,0,100,2021-02-16 05:19:03.370000,7BA7FE99,native language + one other language,Mexico,Mexico,"Not in paid work (e.g. homemaker', 'retired or disabled)",Spanish,DATA EXPIRED,"Spanish, English",No,none,No,I identify myself as a monocultural individual,Mexico,Male,Yes,I was raised with my native language only
602b2d5ec8c7422707adab5a,5edeef385ae5f81a082be62a,APPROVED,2021-02-16 02:26:38.409000,2021-02-16 02:30:57.461000,259.052,27,98,1,99,2021-02-16 18:14:10.547000,7BA7FE99,native language + one other language,Mexico,Mexico,Full-Time,Spanish,Spanish,"Spanish, English",No,none,No,I identify myself as a monocultural individual,Mexico,Female,Yes,I was raised with my native language only
602b2dac2e76d02690e0c63f,5f32ee59a7b4fb0ae6a367cd,APPROVED,2021-02-16 02:27:56.706000,2021-02-16 02:52:46.057000,1489.351,20,66,0,100,2021-02-16 05:07:25.301000,7BA7FE99,native language + one other language,Mexico,Mexico,Unemployed (and job seeking),Spanish,DATA EXPIRED,Spanish,No,none,No,I identify myself as a monocultural individual,Mexico,Female,Yes,I was raised with my native language only
602b2e729c4b0525f5ca2545,5f9754d58d86ac10c2068b90,APPROVED,2021-02-16 02:31:23.035000,2021-02-16 02:35:48.171000,265.136,27,10,0,100,2021-02-16 18:08:57.157000,7BA7FE99,native language + one other language,Mexico,Mexico,Unemployed (and job seeking),Spanish,,"English, Spanish",No,none,No,I identify myself as a monocultural individual,Mexico,Female,Yes,I was raised with my native language only
602b2eea19eacc2519063cd1,5f2f21bfaec57c310d681e46,APPROVED,2021-02-16 02:33:27.675000,2021-02-16 02:38:01.432000,273.757,20,27,0,100,2021-02-16 14:52:49.855000,7BA7FE99,native language + one other language,Mexico,Mexico,"Not in paid work (e.g. homemaker', 'retired or disabled)",Spanish,DATA EXPIRED,"English, Spanish",No,none,No,I identify myself as a monocultural individual,Mexico,Female,Yes,I was raised with my native language only
602b2f27c29fb124267f134e,5ea6572b086c724ee6eb019a,RETURNED,2021-02-16 02:34:15.453000,2021-02-16 02:35:42.295000,86.842,21,70,1,100,,NOCODE,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
602b30be9070c1252bf6219a,5fbbe3b8b1dfb90009f86dfa,RETURNED,2021-02-16 02:41:09.662000,,56605.89496,19,7,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
602b319924ce4c251b35a12a,5e830b929f2ed2018ec42099,APPROVED,2021-02-16 02:44:41.710000,2021-02-16 03:00:01.958000,920.248,31,84,1,100,2021-02-16 05:09:47.069000,7BA7FE99,native language + one other language,Mexico,Mexico,Full-Time,,Spanish,Spanish,No,none,No,I identify myself as a monocultural individual,Mexico,Female,No,I was raised with my native language only
602b3247f7d393259a29ad22,5fdeba2d6395d9697ecb5858,APPROVED,2021-02-16 02:47:40.759000,2021-02-16 02:51:44.903000,244.144,21,9,0,100,2021-02-16 18:17:14.823000,7BA7FE99,native language + one other language,Spain,Spain,Unemployed (and job seeking),Spanish,,"Spanish, English",No,none,No,I identify myself as a monocultural individual,Spain,Male,Yes,I was raised with my native language only
602b3375e527c326163af183,5e5c993cd0394c474f7cc502,APPROVED,2021-02-16 02:54:46.466000,2021-02-16 03:00:04.977000,318.511,24,184,1,100,2021-02-16 14:26:54.876000,7BA7FE99,native language + one other language,Mexico,Mexico,Part-Time,Spanish,Spanish,"Spanish, English",No,none,No,I identify myself as a monocultural individual,Mexico,Male,Yes,I was raised with my native language only
602b34266de00f2728934e70,5fa0984409841c1167fc06c5,APPROVED,2021-02-16 02:55:34.420000,2021-02-16 03:00:50.124000,315.704,22,24,1,100,2021-02-16 14:28:03.164000,7BA7FE99,native language + one other language,Mexico,Mexico,Other,Spanish,DATA EXPIRED,"Spanish, English",No,none,No,I identify myself as a monocultural individual,Mexico,Female,Yes,I was raised with my native language only
602b38016b7983172505e114,5f05133545937e80340e1b08,APPROVED,2021-02-16 03:14:01.043000,2021-02-16 03:18:15.946000,254.903,35,70,0,100,2021-02-16 18:15:47.652000,7BA7FE99,native language + one other language,Mexico,Mexico,Unemployed (and job seeking),,Spanish,"English, Spanish",No,none,No,I identify myself as a monocultural individual,Mexico,Female,No,I was raised with my native language only
602b380b0ba9442607289ce8,5ffe3a049e068d47c8a06a6d,TIMED-OUT,2021-02-16 03:18:17.311000,,54378.470448,52,5,0,100,,,native language + one other language,Mexico,,Full-Time,Spanish,,"English, Spanish",No,none,No,I identify myself as a monocultural individual,Mexico,Male,No,I was raised with my native language only
602b3842cfb313271d7ece97,5efcbbdd231bde0af2edb847,REJECTED,2021-02-16 03:14:42.784000,2021-02-16 03:19:07.460000,264.676,28,24,3,93,2021-02-16 18:11:32.453000,7BA7FE99,none just my native langauge,Mexico,Mexico,Unemployed (and job seeking),,Spanish,Spanish,No,none,No,I identify myself as a monocultural individual,Mexico,Female,No,I was raised with my native language only
602b38c75e466a27ecf35c79,5ef666d9b86de535f6282abe,APPROVED,2021-02-16 03:16:42.011000,2021-02-16 03:24:38.652000,476.641,24,69,0,100,2021-02-16 05:13:46.844000,7BA7FE99,native language + one other language,Chile,Chile,DATA EXPIRED,,Spanish,"Spanish, English",No,none,No,I identify myself as a monocultural individual,Chile,Male,Yes,I was raised with my native language only
602b395ed0550526b7d50ffd,5e8ea704815afd16671d19e7,AWAITING REVIEW,2021-02-16 03:17:50.568000,2021-02-16 03:23:56.591000,366.023,24,28,0,100,,NOCODE,native language + one other language,Mexico,Mexico,"Not in paid work (e.g. homemaker', 'retired or disabled)",Spanish,DATA EXPIRED,"Spanish, English",No,none,No,I identify myself as a monocultural individual,Mexico,Male,Yes,I was raised with my native language only
602b3961aa64bc28afde23a5,5cf5fe247ce340001ac0bdd8,APPROVED,2021-02-16 03:17:53.738000,2021-02-16 03:22:32.001000,278.263,26,208,1,100,2021-02-16 14:50:50.031000,7BA7FE99,native language + one other language,Mexico,Mexico,Part-Time,,Spanish,"English, Spanish",No,none,No,I identify myself as a monocultural individual,Mexico,Male,Yes,I was raised with my native language only
602b3b69b9bd92273cf04995,5f1cdbaab6464a599f2bba6a,APPROVED,2021-02-16 03:26:37.672000,2021-02-16 04:11:16.457000,2678.785,53,44,0,100,2021-02-16 05:05:39.196000,7BA7FE99,native language + one other language,Mexico,Mexico,Part-Time,,Spanish,"English, Spanish",No,none,No,I identify myself as a monocultural individual,Mexico,Male,No,I was raised with my native language only
602b3c4876d5ee25b334bec6,5f6265b707ccb62ae21f22a2,APPROVED,2021-02-16 03:30:16.060000,2021-02-16 03:34:39.404000,263.344,26,61,0,100,2021-02-16 18:12:23.585000,7BA7FE99,native language + one other language,Mexico,Mexico,Other,Spanish,DATA EXPIRED,"English, Spanish",No,none,No,I identify myself as a monocultural individual,Mexico,Male,Yes,I was raised with my native language only
602b3f1376899d2875daa1e0,5be076d44579d00001ad7bbf,TIMED-OUT,2021-02-16 03:42:17.650000,,52938.441116,22,74,2,97,,,native language + one other language,Mexico,Mexico,Part-Time,,Spanish,"Spanish, English",No,none,No,I identify myself as a monocultural individual,Mexico,Female,Yes,I was raised with my native language only
602b40d79070c126381cbf64,5efb6e6f2730140ce8e7260c,APPROVED,2021-02-16 03:50:13.411000,2021-02-16 03:54:12.059000,238.648,31,14,0,100,2021-02-16 18:17:55.577000,7BA7FE99,native language + one other language,Chile,Chile,Full-Time,Spanish,Spanish,Spanish,No,none,No,I identify myself as a monocultural individual,Chile,Female,No,I was raised with my native language only
602b430e31de9226ca05abb0,5e84fe873e0ebd0d3b103df2,APPROVED,2021-02-16 03:59:10.360000,2021-02-16 04:25:42.437000,1592.077,27,67,1,100,2021-02-16 05:06:28.889000,7BA7FE99,native language + one other language,Chile,Chile,Unemployed (and job seeking),,Spanish,"English, Spanish",No,none,No,I identify myself as a monocultural individual,Chile,Male,No,I was raised with my native language only
602b44accfca8a272615a112,5f9f2149fd257e5401063293,APPROVED,2021-02-16 04:06:32.528000,2021-02-16 04:10:35.387000,242.859,21,40,0,100,2021-02-16 18:17:35.860000,7BA7FE99,none just my native langauge,Mexico,Mexico,Unemployed (and job seeking),Spanish,DATA EXPIRED,"Spanish, English",No,none,No,I identify myself as a monocultural individual,Mexico,Male,Yes,I was raised with my native language only
602b467e986f7528b0551dad,5f3016ae45eb230b9c9e66c6,RETURNED,2021-02-16 04:14:49.762000,,50986.552359,23,51,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
602b472baa844c2860e618a0,5fbb46ab3109908f63f6f95b,AWAITING REVIEW,2021-02-16 04:16:43.811000,2021-02-16 04:21:49.507000,305.696,33,1,0,100,,7BA7FE99,native language + one other language,Chile,Chile,Part-Time,Spanish,,"Spanish, English",No,none,No,I identify myself as a monocultural individual,Chile,Male,No,I was raised with my native language only
602b4732977e1127b30a8495,5f40c462ff2ee620d5bc5acd,APPROVED,2021-02-16 04:17:19.014000,2021-02-16 04:22:30.749000,311.735,28,38,1,98,2021-02-16 14:29:03.882000,7BA7FE99,native language + one other language,Mexico,Mexico,Full-Time,Spanish,DATA EXPIRED,"English, Spanish",No,none,No,I identify myself as a monocultural individual,Mexico,Male,No,I was raised with my native language only
602b591dba730d266ceecefc,5efc0a523b88f81bec18ea9b,APPROVED,2021-02-16 05:33:17.435000,2021-02-16 05:38:15.236000,297.801,20,74,1,100,2021-02-16 14:33:17.545000,7BA7FE99,none just my native langauge,Mexico,Mexico,Unemployed (and job seeking),,Spanish,"Spanish, English, French",No,none,No,I identify myself as a monocultural individual,Mexico,Male,Yes,I was raised with my native language only
602b5dbd76899d28f5b8ecc7,5e6820e78d3ebc000e8bd5bc,APPROVED,2021-02-16 05:53:17.467000,2021-02-16 05:57:59.345000,281.878,19,4,1,94,2021-02-16 14:35:45.888000,7BA7FE99,native language + one other language,Mexico,Mexico,Unemployed (and job seeking),,Spanish,"English, Spanish",No,none,No,I identify myself as a monocultural individual,Mexico,Female,Yes,I was raised with my native language only
602b5de9cfb31329f52a85bf,5eb7d40de586f07198f3a8c0,AWAITING REVIEW,2021-02-16 05:53:45.130000,2021-02-16 06:03:47.467000,602.337,47,38,2,97,,7BA7FE99,none just my native langauge,Spain,Spain,Full-Time,,Spanish,"Spanish, Portuguese",No,none,No,I identify myself as a monocultural individual,Spain,Female,No,I was raised with my native language only
602b5e2b5f75b82937aa838e,5f738cb6bc6db10deaef1b14,RETURNED,2021-02-16 05:54:51.631000,,44984.964323,33,45,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
602b60c9b88b072b46bd9a42,5f4539491d5a4f0ce250990a,APPROVED,2021-02-16 06:06:06.131000,2021-02-16 06:10:34.937000,268.806,29,23,0,100,2021-02-16 14:57:55.343000,7BA7FE99,native language + one other language,Mexico,Mexico,Part-Time,Spanish,DATA EXPIRED,"English, Spanish",No,none,No,I identify myself as a monocultural individual,Mexico,Female,Yes,I was raised with my native language only
602b60d084781f2a9f5d64ba,5ed4e007cb34a10121e14bf1,APPROVED,2021-02-16 06:06:21.862000,2021-02-16 06:11:40.293000,318.431,31,117,1,100,2021-02-16 14:26:35.255000,7BA7FE99,native language + one other language,Spain,Spain,Full-Time,Spanish,Spanish,"Catalan, English, Spanish",No,none,No,I identify myself as a monocultural individual,Spain,Female,No,I was raised with my native language only
602b641e3ecd7d2aea49509f,5f3a2379e30eac5e70106aa9,APPROVED,2021-02-16 06:20:28.103000,2021-02-16 06:24:40.020000,251.917,19,54,0,100,2021-02-16 18:16:06.758000,7BA7FE99,native language + one other language,Spain,Spain,Other,Spanish,DATA EXPIRED,"Spanish, English",No,none,No,I identify myself as a monocultural individual,Spain,Male,Yes,I was raised with my native language only
602b68650c9b4a2ab36e0c93,5f232821cead040009f2fbc3,APPROVED,2021-02-16 06:43:11.225000,2021-02-16 06:48:02.156000,290.931,27,89,1,100,2021-02-16 14:33:56.446000,7BA7FE99,native language + one other language,Spain,Spain,Full-Time,Spanish,Spanish,"English, Spanish",No,none,No,I identify myself as a monocultural individual,Spain,Male,No,I was raised with my native language only
602b698b338e8e2b17db8f83,5ee371a168a09104dc317158,AWAITING REVIEW,2021-02-16 06:50:51.388000,2021-02-16 06:56:36.839000,345.451,26,87,1,100,,7BA7FE99,native language + one other language,Mexico,Mexico,Unemployed (and job seeking),Spanish,Spanish,"English, Spanish",No,none,No,I identify myself as a monocultural individual,Mexico,Male,Yes,I was raised with my native language only
602b6a830a10ab2b39faac85,5fd41bf508717e1833d8aed7,AWAITING REVIEW,2021-02-16 06:47:47.206000,2021-02-16 06:57:08.139000,560.933,26,17,0,100,,7BA7FE99,native language + one other language,Mexico,Mexico,Unemployed (and job seeking),Spanish,DATA EXPIRED,"English, Spanish",No,none,No,I identify myself as a monocultural individual,Mexico,Male,Yes,I was raised with my native language only
602b6e14cc465129733360ed,601948b0dc1e1f01728fda05,APPROVED,2021-02-16 07:02:44.774000,2021-02-16 07:08:12.839000,328.065,44,6,0,100,2021-02-16 14:26:15.904000,7BA7FE99,none just my native langauge,Spain,Spain,Full-Time,Spanish,,Spanish,No,none,No,I identify myself as a monocultural individual,Spain,Female,No,I was raised with my native language only
602b6ea7654dbd2b6f3ee0c3,5d7c7425c0d7db00187b1199,APPROVED,2021-02-16 07:05:24.940000,2021-02-16 07:09:16.254000,231.314,40,217,1,100,2021-02-16 18:18:25.949000,7BA7FE99,native language + one other language,Spain,Spain,DATA EXPIRED,,Spanish,"Spanish, English",No,none,No,I identify myself as a monocultural individual,Spain,Female,No,I was raised with my native language only
602b70ac2e76d02acda5878d,5fc969f987502e4730d7efd3,TIMED-OUT,2021-02-16 07:14:06.989000,,40229.911565,22,14,0,100,,,native language + one other language,Mexico,Mexico,Due to start a new job within the next month,Spanish,DATA EXPIRED,"English, Spanish",No,none,No,I identify myself as a monocultural individual,Mexico,Male,No,I was raised with my native language only
602b70c8a5c8a32a56474562,5fa46b862e5f2d0d707a651c,APPROVED,2021-02-16 07:14:57.867000,2021-02-16 07:19:20.068000,262.201,22,18,0,100,2021-02-16 18:12:43.541000,7BA7FE99,native language + one other language,Mexico,Mexico,Unemployed (and job seeking),Spanish,DATA EXPIRED,"English, Spanish",No,none,No,I identify myself as a monocultural individual,Mexico,Male,No,I was raised with my native language only
602b71e9bc57722a7ee8382a,5e77ac2d37b0d43226d1e22a,AWAITING REVIEW,2021-02-16 07:19:17.950000,2021-02-16 07:27:54.705000,516.755,41,88,3,97,,7BA7FE99,native language + one other language,Spain,Spain,Full-Time,,Spanish,Spanish,No,none,No,I identify myself as a monocultural individual,Spain,Male,No,I was raised with my native language only
602b791ea5c8a329e33f7b93,5c590c5ea3ad9d00014de9c3,APPROVED,2021-02-16 07:49:54.156000,2021-02-16 07:55:06.232000,312.076,22,46,1,100,2021-02-16 14:28:40.257000,7BA7FE99,native language + one other language,Mexico,Spain,Part-Time,,Spanish,"Spanish, English",No,none,No,I identify myself as a monocultural individual,Mexico,Male,Yes,I was raised with my native language only
