instructions_text,continue_text,stim,word,correct_response,prac_button_real,prac_button_false,button_real,button_false,item_num,item,is_test_item,is_distractor,is_agree_score,is_disagree_score,lextale_instructions_loop.thisRepN,lextale_instructions_loop.thisTrialN,lextale_instructions_loop.thisN,lextale_instructions_loop.thisIndex,lextale_practice_trials.thisRepN,lextale_practice_trials.thisTrialN,lextale_practice_trials.thisN,lextale_practice_trials.thisIndex,lextail_trials.thisRepN,lextail_trials.thisTrialN,lextail_trials.thisN,lextail_trials.thisIndex,eq_trials.thisRepN,eq_trials.thisTrialN,eq_trials.thisN,eq_trials.thisIndex,key_resp_lextale_practice.keys,key_resp_lextale_practice.corr,key_resp_lextale_practice.rt,key_resp_lextale_trial.keys,key_resp_lextale_trial.corr,key_resp_lextale_trial.rt,slider_eq_trial.response,participant,session,date,expName,psychopyVersion,frameRate,
"Este es un test de vocabulario en español. 
  
  A continuación vas a ver 90 secuencias de letras que parecen 'españolas'.
  
  Solo algunas de ellas son palabras de verdad.",(presiona la barra espaciadora para continuar),,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
"Por favor, señala las palabras que tú conoces (aquellas que estás convencido que son palabras españolas, incluso aunque no seas capaz de dar el significado preciso).",(presiona la barra espaciadora para continuar),,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
Pero cuidado: los errores se penalizan. Por eso no tiene sentido tratar de incrementar tu puntuación marcando como reales palabras que nunca has visto.,(presiona la barra espaciadora para continuar),,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
"Presiona la tecla 1 si piensas que es una palabra real y la tecla 
  0 si piensas que es una palabra falsa. 
  
,,,,,,,,,19,I can pick up quickly if someone says one thing but means another.,1,0,1,0,,,,,,,,,,,,,0,18,18,18,,,,,,,slightly disagree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,20,I tend to have very strong opinions about morality.,0,1,0,0,,,,,,,,,,,,,0,19,19,19,,,,,,,slightly disagree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,21,It is hard for me to see why some things upset people so much.,1,0,0,1,,,,,,,,,,,,,0,20,20,20,,,,,,,slightly disagree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,22,I find it easy to put myself in somebody else’s shoes.,1,0,1,0,,,,,,,,,,,,,0,21,21,21,,,,,,,slightly disagree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,23,"I think that good manners are the most important thing a parent can teach 
  their child.",0,1,0,0,,,,,,,,,,,,,0,22,22,22,,,,,,,slightly disagree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,24,I like to do things on the spur of the moment.,0,1,0,0,,,,,,,,,,,,,0,23,23,23,,,,,,,slightly disagree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,25,I am good at predicting how someone will feel.,1,0,1,0,,,,,,,,,,,,,0,24,24,24,,,,,,,slightly disagree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,26,"I am quick to spot when someone in a group is feeling awkward or 
  uncomfortable.",1,0,1,0,,,,,,,,,,,,,0,25,25,25,,,,,,,slightly agree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,27,"If I say something that someone else is offended by, I think that that’s 
  their problem, not mine.",1,0,0,1,,,,,,,,,,,,,0,26,26,26,,,,,,,slightly agree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,28,"If anyone asked me if I liked their haircut, I would reply truthfully, even 
  if I didn’t like it.",1,0,0,1,,,,,,,,,,,,,0,27,27,27,,,,,,,slightly agree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,29,I can’t always see why someone should have felt offended by a remark.,1,0,0,1,,,,,,,,,,,,,0,28,28,28,,,,,,,slightly agree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,30,People often tell me that I am very unpredictable.,0,1,0,0,,,,,,,,,,,,,0,29,29,29,,,,,,,slightly agree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,31,I enjoy being the center of attention at any social gathering.,0,1,0,0,,,,,,,,,,,,,0,30,30,30,,,,,,,slightly agree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,32,Seeing people cry doesn’t really upset me.,1,0,0,1,,,,,,,,,,,,,0,31,31,31,,,,,,,slightly agree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,33,I enjoy having discussions about politics.,0,1,0,0,,,,,,,,,,,,,0,32,32,32,,,,,,,slightly agree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,34,"I am very blunt, which some people take to be rudeness, even though this is 
  unintentional.",1,0,0,1,,,,,,,,,,,,,0,33,33,33,,,,,,,slightly agree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,35,I don’t tend to find social situations confusing.,1,0,1,0,,,,,,,,,,,,,0,34,34,34,,,,,,,slightly agree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,36,"Other people tell me I am good at understanding how they are feeling and 
  what they are thinking.",1,0,1,0,,,,,,,,,,,,,0,35,35,35,,,,,,,slightly disagree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,37,"When I talk to people, I tend to talk about their experiences rather than 
  my own.",1,0,1,0,,,,,,,,,,,,,0,36,36,36,,,,,,,slightly disagree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,38,It upsets me to see an animal in pain.,1,0,1,0,,,,,,,,,,,,,0,37,37,37,,,,,,,slightly disagree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,39,I am able to make decisions without being influenced by people’s feelings.,1,0,0,1,,,,,,,,,,,,,0,38,38,38,,,,,,,slightly disagree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,40,I can’t relax until I have done everything I had planned to do that day.,0,1,0,0,,,,,,,,,,,,,0,39,39,39,,,,,,,slightly disagree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,41,"I can easily tell if someone else is interested or bored with what I am 
  saying.",1,0,1,0,,,,,,,,,,,,,0,40,40,40,,,,,,,slightly disagree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,42,I get upset if I see people suffering on news programmes.,1,0,1,0,,,,,,,,,,,,,0,41,41,41,,,,,,,slightly disagree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,43,"Friends usually talk to me about their problems as they say that I am very 
  understanding.",1,0,1,0,,,,,,,,,,,,,0,42,42,42,,,,,,,slightly disagree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,44,"I can sense if I am intruding, even if the other person doesn’t tell me.",1,0,1,0,,,,,,,,,,,,,0,43,43,43,,,,,,,slightly disagree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,45,"I often start new hobbies but quickly become bored with them and move on to 
  something else.",0,1,0,0,,,,,,,,,,,,,0,44,44,44,,,,,,,slightly disagree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,46,People sometimes tell me that I have gone too far with teasing.,1,0,0,1,,,,,,,,,,,,,0,45,45,45,,,,,,,slightly disagree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,47,I would be too nervous to go on a big rollercoaster.,0,1,0,0,,,,,,,,,,,,,0,46,46,46,,,,,,,slightly disagree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,48,"Other people, often say that I am insensitive, though I don’t always see 
  why.",1,0,0,1,,,,,,,,,,,,,0,47,47,47,,,,,,,slightly disagree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,49,"If I see a stranger in a group, I think that it is up to them to make an 
  effort to join in.",1,0,0,1,,,,,,,,,,,,,0,48,48,48,,,,,,,slightly disagree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,50,I usually stay emotionally detached when watching a film.,1,0,0,1,,,,,,,,,,,,,0,49,49,49,,,,,,,slightly disagree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,51,"I like to be very organized in day-to-day life and often make lists of the 
  chores I have to do.",0,1,0,0,,,,,,,,,,,,,0,50,50,50,,,,,,,slightly agree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,52,I can tune into how someone else feels rapidly and intuitively.,1,0,1,0,,,,,,,,,,,,,0,51,51,51,,,,,,,slightly agree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,53,I don’t like to take risks.,0,1,0,0,,,,,,,,,,,,,0,52,52,52,,,,,,,slightly agree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,54,I can easily work out what another person might want to talk about.,1,0,1,0,,,,,,,,,,,,,0,53,53,53,,,,,,,slightly agree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,55,I can tell if someone is masking their true emotion.,1,0,1,0,,,,,,,,,,,,,0,54,54,54,,,,,,,slightly agree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,56,Before making a decision I always weigh up the pros and cons.,0,1,0,0,,,,,,,,,,,,,0,55,55,55,,,,,,,slightly agree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,57,I don’t consciously work out the rules of social situations.,1,0,1,0,,,,,,,,,,,,,0,56,56,56,,,,,,,slightly agree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,58,I am good at predicting what someone will do.,1,0,1,0,,,,,,,,,,,,,0,57,57,57,,,,,,,slightly agree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,59,I tend to get emotionally involved with a friend’s problems.,1,0,1,0,,,,,,,,,,,,,0,58,58,58,,,,,,,strongly agree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
,,,,,,,,,60,"I can usually appreciate the other person’s viewpoint, even if I don’t 
  agree with it.",1,0,1,0,,,,,,,,,,,,,0,59,59,59,,,,,,,strongly agree,,001,2020_Oct_23_1508,empathy_intonation_perc,2020.2.4,60.113834705571996,
