a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20
2179.4,2269.1,2356.6,2492.8,2583.3,2629.5,2671.4,2713.2,2745,2735.9,2757,2805.8,2850.5,2926,2959.8,3012,3043.3,3069.8,3092.4,3120.9
2408.8,2458,2539.2,2646.1,2704.5,2742.5,2774.2,2795.6,2808.4,2840.7,2868.1,2925.5,2966.4,3010.4,3066.8,3098.3,3131.1,3154.3,3198,3253.8
2303.5,2354.1,2378.1,2446.4,2584.2,2664.1,2707.4,2748.5,2771,2791.9,2848.1,2938.9,2997.1,3056.9,3121.9,3173.2,3234.6,3276.4,3302.4,3366.6
2254.2,2302.2,2398.1,2490.3,2603.5,2659.1,2693,2740.3,2739.2,2797.9,2864,2903.9,2935.1,2962.9,3008.7,3049.7,3081.4,3132.1,3180.1,3214.6
2144.5,2239.6,2347.5,2447.2,2533.5,2626.9,2651.7,2667.4,2723.3,2765.5,2793,2827,2863.3,2881.7,2920.2,2951.9,2995.1,3038.9,3116.9,3194.6
2287.1,2369.4,2458.3,2550.7,2598.1,2653.9,2681.7,2723.3,2758,2802.1,2845.4,2872.4,2938.6,2962.9,3008.7,3049.3,3102.7,3120.5,3137.3,3193.6
2356.7,2397.1,2426.8,2524.3,2606.1,2690.1,2790.6,2826.3,2845,2859.1,2865,2887.6,2910.4,2935,2956.9,2981.6,3010.3,3030.4,3055.6,3124.1
2432.1,2482.7,2555.3,2616.6,2656.7,2657.2,2698,2748.7,2796,2831.5,2849.8,2864.6,2875,2891.3,2907.4,2926.2,2986.3,3089.2,3143.1,3192.5
2256,2380.3,2461.6,2521.4,2578.7,2620.6,2676.1,2700.5,2706.5,2735.3,2792.4,2858.9,2910.8,2938,2974.8,3002.3,3022.5,3056,3088.1,3118
2293.8,2340.5,2423.2,2484.9,2580,2630.7,2663.2,2686.1,2753.6,2799,2824.4,2836.2,2858.7,2893.1,2934.7,3001.1,3074,3129.9,3190.6,3220.9
2318,2367.7,2395.3,2536.2,2626.7,2708.4,2742,2771,2828.6,2868.5,2873,2884.1,2915.6,2948.6,2962.1,3000.5,3025.9,3074.6,3148.5,3184.6
2203.3,2319.7,2412.7,2518.1,2589.4,2658.7,2694.5,2756.5,2780.2,2826.1,2868.9,2906.1,2929.7,2928.8,2951.1,3008.5,3059,3100.7,3142.7,3181.5
2162.1,2214.7,2268.3,2329.1,2423.2,2544.4,2609.6,2668.6,2714.5,2748.8,2803.7,2844.9,2882.2,2920.7,2945.7,2994.7,3037.6,3106,3186.5,3274.4
2356.4,2405.8,2452.9,2483.3,2533,2600.3,2655.6,2714.6,2762.2,2815.4,2854.9,2878.8,2919.3,2947.6,2995,3048.7,3101.9,3136.5,3203.4,3269.9
2353.6,2425,2469.3,2513.8,2610.5,2721,2760.2,2802,2826,2861.6,2885.6,2904.1,2918.2,2925.8,2963.8,3033,3107,3173.8,3245.5,3277.7
2099,2182.5,2300.2,2395.9,2569.3,2697,2711.2,2737.4,2776.4,2804.3,2831,2865.2,2873.2,2917.1,2963.4,3025.9,3067,3162.8,3246.1,3276
1973.8,2075.7,2197.1,2303.5,2459.3,2553.8,2600.8,2675.1,2709.6,2733.4,2780.2,2812.3,2813.5,2805.7,2832.1,2859.9,2909.8,2956.7,3035.2,3170.5
2038.2,2134.3,2234.3,2437,2533.1,2645.9,2670.2,2729.3,2756.3,2774.9,2800.4,2814.4,2844.7,2860.8,2856.5,2879.6,2930.7,2983.3,3067.7,3127.4
2326.4,2384.7,2473,2532.1,2561.5,2661.5,2748.6,2799.9,2838.6,2858.3,2887.9,2935.2,2915.5,2922.3,3007.3,3070.9,3143.5,3204.7,3278.3,3331
2200.2,2253,2322.3,2441.9,2527.5,2617.9,2674.7,2722.5,2744.5,2771.7,2782.6,2810.3,2847.9,2863.6,2880.4,2922.9,2987.6,3031.7,3078,3112.5
2157.9,2209,2302.8,2440,2554.8,2630.4,2649.5,2687.7,2694.7,2737.6,2774.6,2828.9,2843,2862.6,2896.2,2957,3033.8,3096.6,3146.2,3193.3
2173.5,2283.7,2369.5,2459,2531.1,2645.7,2684.9,2737,2791.2,2835.1,2872.6,2889.8,2917,2945.4,2972,3009.4,3048.5,3102.7,3161.3,3209.4
2392.1,2452.8,2531.7,2581,2609.8,2701.6,2745.1,2783.4,2814.3,2830.4,2861.5,2900.6,2938.4,2934,2951.1,3062,3118.4,3173.4,3234.2,3305.5
2312.3,2409.3,2473,2489.2,2515.5,2556.8,2679.1,2771.4,2842.5,2892.5,2922.1,2941.3,2946.8,2951.1,2946.7,2939.5,2964.7,2985.9,3040.3,3099.2
2137.2,2249.6,2335.6,2429.5,2477.7,2556.7,2624.7,2663.2,2700.9,2736.1,2769.5,2839.4,2902.4,2924.8,2953.6,2970.6,3004.3,3051,3090,3110.7
2432.1,2479.5,2532.1,2585.8,2662.6,2703.6,2758.8,2858.8,2897.1,2942.2,2986.3,3018.6,3064.1,3095.8,3118.3,3146.4,3169.8,3200.1,3272.4,3339.4
2217.7,2264.8,2349.9,2482.1,2576.4,2646.2,2692.2,2750.1,2778.4,2805.6,2834.8,2881,2906.2,2945.5,2979,3009.3,3073.4,3149.3,3186.9,3252.9
2259.1,2348.8,2464.5,2570,2659,2722.8,2740.2,2789.3,2814.3,2841.9,2875.4,2921.2,2948.8,2999,3047.7,3109.4,3141.9,3169.1,3195.3,3252.6
2096.2,2155.8,2262,2357,2496,2613.3,2703.4,2763.1,2764.3,2816.9,2859.5,2882.7,2917.2,2929.2,2987.7,3031.7,3083.4,3131.2,3201.4,3254.8
2124.7,2190.5,2301.5,2401.4,2487.1,2582.9,2645.2,2735.8,2787.5,2835,2903.5,2941.4,3003.7,3019.3,3039.4,3074.6,3090.4,3126.2,3168.7,3213.8
2316.4,2378.1,2382.5,2454.6,2555.9,2715.6,2820.3,2874.2,2913.8,2972.7,3020.6,3048.3,3058.6,3065.9,3070.5,3109.8,3158.7,3192.5,3223.3,3272.3
2269.4,2350.8,2434.5,2513.2,2592.8,2653.1,2660.8,2743.9,2732.3,2803.7,2838.8,2878.3,2917,2965.4,3029.3,3077.8,3163.6,3219.5,3325.8,3374.8
2370,2459.2,2500.2,2527.9,2546.5,2556.4,2550.8,2546.6,2599.1,2600.1,2642.1,2684.6,2785.7,2873.9,2947.6,3025.7,3078.4,3126.1,3155.4,3185.8
2439,2473.6,2494.4,2523.6,2561.1,2604.6,2623.1,2625,2617,2599.2,2647.6,2751.5,2853.1,2945.4,3036.8,3117,3188.3,3218.3,3254.4,3277.2
2474,2543.3,2562,2579.2,2595.4,2603.6,2615.5,2637.1,2656.9,2638.5,2645.8,2692.5,2735.7,2766.8,2812.9,2857.4,2907.1,2956.6,3011.1,3093.8
2299.3,2373.6,2459.2,2507.1,2545.6,2563.2,2576.1,2575.2,2581,2566.4,2608,2707.3,2836.2,2932.8,3016.9,3085.9,3170.9,3221.9,3264.9,3331.5
2185.5,2233,2330.9,2380,2414.2,2436,2455.8,2475,2516.9,2535.1,2552.9,2594.4,2693.4,2776.5,2831.6,2875.4,2917.9,2953,2975.7,3005.7
2296.4,2327.2,2377.2,2398.7,2431.8,2456,2500.5,2529,2551.4,2555.8,2605,2655.1,2708.5,2758.6,2810.4,2865.5,2917.5,2953.7,2965.3,2984.8
2360.2,2416.5,2482.2,2525.5,2568.9,2593.1,2625.6,2625.3,2635.8,2633.1,2669.1,2733.2,2813.5,2887.8,2953.1,3029.5,3106.8,3164.7,3197.7,3225.3
2296.7,2378.4,2432.4,2467.5,2484.9,2502.2,2511.8,2498.2,2503.4,2541.4,2622.5,2709.9,2763.8,2821.4,2862,2920.5,2945.6,2986.4,3032.3,3082.3
2383.3,2450.9,2462,2465,2488.3,2511.3,2538.5,2560.3,2589.5,2609.7,2662.7,2706.7,2765.1,2839.7,2924.4,2999.2,3111.9,3149.4,3195.8,3244.5
2422.5,2460.2,2484.6,2516.6,2548,2571.1,2587.5,2600.6,2616.4,2626.9,2644.3,2686.5,2725.7,2793.1,2869.3,2946.2,2996.4,3093.9,3194.1,3256.2
2457.3,2505.1,2530.6,2550.4,2570.6,2575.8,2586.5,2599.3,2611.7,2613.7,2621,2639.9,2669.6,2702.8,2749.8,2795.7,2878.8,2955.2,3048.3,3110.7
2313,2398.9,2453.6,2477.1,2496.4,2515.5,2540.2,2560.6,2569.8,2601.4,2642.2,2682.9,2736.7,2811.8,2911.6,2997.3,3102.5,3168.2,3247.3,3335.5
2250.3,2354,2424.4,2463.7,2479.7,2489.5,2518.5,2544.9,2545.3,2584.2,2609.4,2672.8,2741,2844.4,2926.3,2974.5,3024.8,3058.9,3100,3157.6
2390.3,2449.4,2486.3,2531.4,2550.4,2573.8,2588,2609.5,2640.5,2670.8,2708.5,2747.8,2778.6,2818.5,2866.4,2924.2,2974,3015,3062,3098
2284.1,2343.4,2427.5,2484.9,2534.3,2575.4,2599,2623.6,2667.4,2715.8,2759.2,2779.9,2829.8,2904.5,2944.6,2981.9,3011.2,3076.9,3135.1,3187.8
2270.3,2343.3,2387.1,2409.9,2430.3,2429.9,2446.4,2448.9,2452.9,2486,2546.8,2610.2,2655,2716.1,2747,2810.3,2877.2,2910.9,2974.2,3041.6
2331.1,2401.5,2449,2462.2,2527.4,2558.2,2565.9,2584.5,2592.7,2618.4,2649,2681.4,2723.4,2783,2822.7,2903.6,2943.3,2991,3032,3056.5
2389.3,2460.4,2487.9,2498.6,2541.7,2565.8,2581.2,2599,2617.3,2659.7,2683.9,2715.6,2762.3,2822.6,2864.9,2918.8,2958.6,3000.8,3046,3098.4
2386.4,2443.4,2465.5,2476.4,2518.8,2522.1,2532,2548.1,2585.8,2648.7,2701.8,2744.6,2815.3,2868.6,2928.7,2979.6,3016.7,3044.9,3073,3096.5
2349.8,2402.3,2428.5,2450.5,2483.4,2510,2559.7,2593.9,2625.7,2667.6,2694.3,2717.3,2750.7,2788.3,2841.8,2891.5,2952.3,2986.4,3028,3070.3
2312.6,2357.9,2380.1,2404.3,2420.3,2429.8,2440.8,2449.8,2471.5,2533.4,2592.8,2652.3,2728.7,2783.5,2821.8,2868.9,2905.2,2935.5,2975.7,3024.4
2210.5,2301.7,2407.8,2469.7,2488.2,2509.9,2524.9,2522.2,2503.5,2538.1,2567,2636.3,2702.6,2756.9,2792.4,2828.8,2878,2898.3,2948.8,2991.1
2234.2,2325.2,2372.7,2387.6,2398.5,2405.6,2414.9,2442.3,2461.4,2478.7,2527.6,2605.8,2674.5,2765.1,2827,2866.7,2895.6,2940.2,2964.3,3001.4
2411.9,2436.8,2467.7,2478.9,2491.2,2496.9,2505.9,2519.9,2517.4,2531.6,2562.5,2650.2,2726.7,2818.4,2899.6,2949.9,3013.8,3007.4,3057.1,3123
2420.4,2475.6,2502.5,2519.5,2532.5,2550.5,2564.1,2563.3,2561.4,2593.9,2643.9,2695.8,2756.8,2838.2,2916.3,3013.9,3085.6,3118.3,3135.2,3163.1
2474.7,2513.2,2543.4,2582.2,2608.8,2636.1,2650.3,2665.2,2653.3,2643.9,2677.5,2732.1,2805.2,2889.4,2971.8,3035.3,3080.1,3100.9,3122.2,3154
2416.8,2470.3,2507.5,2539.8,2551.8,2561.9,2574.8,2587.5,2616,2627.3,2657.3,2691.7,2747.2,2813.4,2878,2934.1,3008.6,3029.7,3075.7,3147.1
2385.4,2446.2,2461,2480.3,2506.5,2524,2522.4,2528.4,2541.6,2552.1,2618.5,2670.6,2777,2900.3,3016.6,3112.4,3166.4,3202.4,3200,3244.9
2332.2,2374.5,2431.1,2456,2479.1,2500.9,2522.1,2536.8,2552.7,2578.8,2619.8,2676.3,2728.8,2799.2,2861,2907.8,2974.6,3032.2,3067.6,3124.2
2402.3,2459.5,2502,2525.9,2546.2,2555.4,2552.8,2579.9,2596.3,2610.2,2640.4,2707.2,2811.6,2878.1,2928.7,2959.6,2993,3015.4,3038.6,3075.5
2284,2406,2500.6,2534.7,2544.2,2549.9,2568.8,2593.9,2620.6,2648.2,2692.4,2745.7,2775,2821,2892.5,2968.7,3023.5,3112.7,3161.4,3211.7
2272.3,2357.4,2409.1,2447,2470.7,2494.4,2495.3,2509.1,2506.4,2561.6,2634.1,2699.9,2756.7,2782.7,2801.8,2870.4,2910.3,2957.7,3037.7,3076.9
2330.3,2375.5,2425.3,2464.9,2506.9,2542.7,2560,2562.3,2583.8,2580.3,2572,2605.1,2679.7,2770.9,2849.7,2917.3,3007.8,3056.6,3106.6,3151.8
2371.1,2412.5,2429.3,2438.4,2446.1,2452.4,2460.9,2480,2521.3,2545,2592.3,2636.9,2711.2,2753.5,2824.6,2890.1,2920.5,2947.2,2959,3006.7
2507.6,2572.2,2598.9,2630.5,2657.5,2674.2,2695.4,2705.2,2722.8,2747.8,2779.6,2856.5,2924.9,3004.1,3059.3,3107.8,3138.9,3147.2,3148.6,3159.3
2235.8,2324.5,2423.4,2514.5,2556.2,2574.8,2593,2612.1,2638.3,2652.6,2661.4,2718.5,2797.2,2860.7,2940.1,3037.8,3131,3245.7,3368.9,3452.1
2343.5,2529.7,2613.2,2627.8,2658.9,2688.8,2706.1,2713.3,2714.6,2700.9,2699.7,2739.2,2770.5,2802.6,2849.7,2896.3,2940.4,2977.7,3038.9,3063.6
2387.3,2479.8,2528.5,2563,2585.8,2599,2631,2648.4,2668.6,2718.3,2763.3,2821.9,2894.4,2944.9,3000,3058.9,3095.8,3117.9,3136.6,3159.7
2403.3,2441.7,2478.1,2500,2524.4,2552.8,2582.5,2593.1,2548.3,2590.3,2689.5,2843.2,2962.3,3042.7,3093.2,3132.9,3154.7,3191.3,3220.9,3251.5
2467.4,2524.9,2551.7,2598.9,2633.8,2658,2670.6,2671.9,2677.6,2683.6,2703.5,2775.9,2860.8,2918.3,2977.2,3068,3116.8,3135.2,3188,3219.4
2397.3,2434.3,2443.4,2470.6,2507.2,2529.6,2547.8,2555.6,2553,2543.8,2580.7,2629.2,2754.2,2884.8,2976.3,3028,3051.2,3077.9,3096.5,3122.5
2345.4,2400.9,2419.6,2442.1,2474.7,2502.4,2494.3,2468.5,2471.4,2505.1,2562.8,2623.7,2686.1,2758.5,2852.5,2903.1,2953.3,2980.4,3012.7,3033.9
2477.1,2517.9,2555.1,2600.1,2642.9,2665.5,2701.7,2740,2737.2,2736.3,2775.9,2843.9,2923.5,2999.8,3084.5,3124.4,3135,3143,3151.6,3170.6
2406.2,2451.7,2481.7,2529.2,2563.6,2596.5,2632.4,2641.5,2696.5,2740.8,2793.3,2854.7,2974.3,3070.4,3150.7,3241.9,3344.2,3399.1,3449.8,3512.7
2374.2,2422.3,2483.6,2551.3,2583.6,2609.6,2631.5,2640.5,2675,2649.8,2678,2727.6,2780.2,2806.7,2859.3,2879.8,2932.8,2962.2,2985.9,3066.5
2289.8,2399.2,2471.3,2534.3,2559.9,2578.9,2595.8,2631.8,2639,2639.3,2682.6,2740.4,2820.1,2910.4,2971.9,3016.4,3027.6,3083.2,3129.8,3173.4
2354.9,2405.8,2438.7,2463.9,2491.3,2518,2529.7,2539.9,2552,2574.6,2592.2,2645.4,2715.6,2852.7,2986.1,3044.9,3099.1,3122.5,3136.3,3137.6
2521.4,2551.7,2575.4,2601.7,2618.7,2631.1,2641.1,2678.5,2666.8,2720.5,2732.2,2774,2847.9,2919.7,3023.6,3101,3151.6,3208.1,3288.8,3332.1
2392.9,2511.2,2562.6,2594.5,2620.4,2641,2640.5,2656.6,2674.6,2693.7,2745,2795.6,2873.6,2970.2,3069.7,3148.2,3217.3,3280,3302.5,3343.6
2284.2,2380.9,2490,2556.6,2576.7,2589.2,2616.2,2631.6,2637.1,2656.7,2673.5,2703.3,2738.1,2809,2893.2,2969.2,3081.9,3169.1,3211.4,3234.9
2313.6,2398.7,2467.6,2492,2507.3,2526.3,2537.9,2567.2,2630.7,2673.5,2702.5,2735.5,2771.7,2879,2956.8,3000.9,3067.8,3141.2,3187.7,3224.2
2363.7,2442.4,2460.1,2490.8,2532.3,2554.9,2581.9,2612.8,2654.6,2685.4,2721.4,2785.3,2860.8,2941.8,3046.1,3138.1,3221.8,3323.2,3398.4,3486.3
2506.3,2538.5,2550.2,2574.4,2601.4,2621.6,2643.1,2664.5,2686.4,2708.2,2732,2766.1,2832.4,2927.3,3057.7,3158.5,3199.8,3220.8,3241.2,3294.5
2430,2512.9,2544.7,2569,2619.3,2673.5,2685.3,2699.7,2724,2723.8,2717.9,2748.8,2807.6,2879.4,2957.1,3032.1,3072.5,3116.1,3132.6,3163.1
2406.6,2466.8,2513.4,2553.6,2588.1,2604.8,2604.9,2615.2,2637,2658.5,2681.2,2704.8,2769,2861,2957,3047.2,3091.1,3135.3,3150.4,3171.3
2437.2,2515.1,2540.5,2563.9,2587.8,2615.8,2648.7,2672.8,2712.8,2759.2,2804.7,2863.9,2937,3076.8,3213.6,3325.4,3425.2,3489.3,3489.2,3579.1
2373.9,2447.5,2482.5,2512.8,2538.1,2557.7,2565.3,2562.1,2560.3,2570.9,2588.9,2602.4,2667.9,2776.8,2876.7,2980.6,3107.8,3195.9,3216.9,3235
2467.3,2501.5,2530.5,2554.1,2586.8,2607.7,2626.8,2625.7,2633.5,2632.6,2679.9,2757.2,2854.1,2953.1,3053.5,3106.7,3157.1,3191.8,3234,3265
2523.1,2549.1,2587.5,2603.8,2630,2679.6,2707.1,2724.7,2774.3,2783.1,2794.9,2840.6,2931.9,3060.2,3165.5,3273.2,3356.1,3371.1,3402.5,3425.4
2414.4,2514.1,2573.7,2602.9,2635.3,2657,2672.9,2714.4,2752.8,2775.4,2803.5,2815.3,2920,3049.5,3145,3257.1,3349,3458.8,3533.9,3579.2
2542.6,2557.6,2609,2625.1,2643.4,2649.7,2654.5,2664.4,2672.1,2682,2713.5,2748,2807.7,2875.1,2958.5,3030.8,3100.4,3148.3,3175.7,3189.7
2477.6,2532.5,2573.2,2607,2632.6,2662,2683.6,2692.2,2697.1,2709.8,2760,2825.7,2917.8,3008.9,3098.8,3173,3247.3,3300,3321,3357.2
2447.9,2494.7,2521.3,2533.1,2566.1,2590.6,2610,2628.8,2658.1,2661.4,2673.7,2710.7,2790.8,2888.6,3035.5,3113.7,3156.9,3186.3,3216.5,3244.9
2494,2547.8,2579.8,2610.7,2641.6,2668.5,2681.2,2698.1,2707.9,2707.7,2747.1,2801.7,2900,3047.4,3187.9,3253.8,3304.2,3342.4,3369.7,3424
2470.4,2530.5,2562.3,2595.6,2562.2,2606.6,2612,2674.9,2715.6,2764.1,2834.3,2880.2,2940.3,3002.2,3080.1,3179.6,3234.6,3307.6,3326.1,3372.6
2274.5,2382.7,2410.4,2552.2,2651.6,2742.2,2806.2,2839.3,2869.1,2984.8,3018.7,3051.3,3081.3,3139.3,3216.7,3289.9,3315.7,3334.7,3359,3392.8
2348.4,2439.6,2523.6,2568.6,2686.9,2829.3,2876.8,2918.8,2957.1,2985.1,2983.3,2988.6,3012.5,3069.9,3122.9,3210,3279.8,3300,3323.6,3428.9
2459.2,2574.2,2723.8,2788,2847.5,2918.1,2964.4,2969.8,3013.6,3073.7,3124.6,3154,3192,3225.8,3281.4,3320.8,3348.4,3357.2,3386,3414.2
2287.8,2347.5,2473,2606.5,2726.1,2795.1,2831.6,2868.6,2878.3,2932.1,2968.1,3002.5,3060.7,3132.5,3193.2,3241.5,3241.9,3251.9,3317.7,3431
2312.7,2392.4,2445.6,2481.2,2585.9,2666,2710.2,2716.3,2742.7,2813.2,2858.5,2893.2,2956.3,2997.3,3048.3,3075.9,3130.5,3167.8,3230.4,3323
2390.3,2446.6,2507,2638.8,2775.9,2836.4,2864,2905.9,2987.9,3024.1,3052.6,3071.3,3089.8,3111,3130.5,3126.8,3144.6,3184.6,3228.9,3288.1
2259.8,2363.1,2421.7,2488.3,2568,2662.6,2697.8,2732.3,2791.6,2852.4,2957.9,3004.4,3084.5,3120.1,3157.3,3178,3203.8,3218.7,3244.2,3300.5
2202.6,2326.9,2427.3,2517.4,2658.3,2715.8,2751.6,2761.9,2790.6,2862,2907.7,2986,3037.7,3072.1,3107.8,3137.2,3184.5,3215.3,3256.1,3332.9
2364.3,2430.7,2495.2,2598.6,2662,2700.5,2752.1,2831.6,2899.5,2993,3066.8,3086.9,3096,3173.9,3232.8,3263.6,3296.9,3329.8,3368.1,3423.3
2433,2556.5,2614.5,2715.8,2817.4,2846.7,2890.6,2919.7,2945.2,2957.5,2961.2,2980.6,3004.1,3031.9,3085.4,3144.2,3171.1,3210.5,3287.5,3422.4
2531,2636,2748,2775.5,2827.1,2867.1,2878.1,2916.7,2948.1,2966.6,3002,3020.3,3046.4,3081.1,3102.9,3153.6,3221.3,3281.7,3305,3371.5
2306.4,2438.3,2532.2,2650.5,2768.8,2818,2856.3,2888.7,2923.9,2959.5,3001.4,3035.3,3065.8,3103.5,3136,3146.5,3143.6,3228.4,3339.9,3527.7
2211.1,2321.3,2385.6,2500.7,2605.7,2624.1,2660.4,2721.8,2777.6,2838.2,2859.7,2907.8,2960.9,3010.6,3075.6,3129.1,3202,3267.6,3314,3396
2460.4,2583.2,2583.7,2704.2,2817.1,2854.1,2903.2,2935.2,2970.3,2988.3,3029,3049.3,3068.6,3106.9,3134.5,3165.4,3212.1,3243.5,3301,3366.6
