a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20
1565,1601.5,1637.2,1678.8,1773.2,1792.2,1801.6,1813.4,1828.6,1867.4,1902.8,1911.2,1941.7,1983.2,2018.2,2029.3,2050,2085.5,2145.1,2194.3
1446.9,1483.7,1534,1578.1,1687.5,1745.7,1752.9,1748.2,1750.2,1779.2,1800,1810.2,1827.2,1828.8,1842.6,1868.4,1884.6,1902.3,1940.5,2024
1711.3,1689,1696.4,1749.3,1793.8,1807.2,1827,1845,1898.1,1917.1,1941,1955.6,1970.2,1984.6,1991,2012,2009.3,2039.2,2092,2139.2
1736,1823.6,1845.9,1883.6,1915.7,1929.5,1929.7,1933,1944.5,1961.8,1975.3,1983.6,1999.2,2013.2,2026.6,2031.9,2030.3,2041.2,2072.6,2130
1513,1575.4,1606.3,1710.4,1769.7,1761.1,1781,1798.2,1792,1800.7,1824.1,1864.5,1900.3,1936.4,1971.2,2000.2,2031.6,2077.5,2093.5,2123.4
1498.4,1552.5,1557.3,1557.2,1634.7,1700.8,1715.9,1771.9,1829.2,1856.4,1895.5,1920.1,1942.6,1937.5,1899.1,1915.8,1939.1,2017.3,2066,2104.5
1529.2,1582.1,1592.8,1651.7,1699.5,1709.7,1734.5,1736.3,1728.8,1732.5,1751.3,1778.6,1803.2,1830.6,1859.9,1861.1,1894.4,1909.3,1939.1,1991.4
1362.2,1356.1,1399.4,1551,1669.6,1754.1,1795.5,1811.4,1820.6,1825.7,1838.5,1829.4,1847.7,1848.3,1865.7,1887.6,1932.6,1991,2043.1,2084.5
1335.4,1361.8,1398.3,1476.5,1530.5,1571.3,1579.6,1585,1597.2,1627.1,1634.6,1654.2,1672.9,1699.4,1767.1,1797.5,1826.7,1852.4,1893.4,1949
1493,1531.6,1518.6,1595.6,1735.1,1803.4,1827,1842.5,1854.4,1862.7,1868.6,1874.4,1888.3,1929.4,2004.5,2041.6,2095.5,2138.7,2164.3,2200.3
1422.8,1483.2,1553.5,1583.2,1670.1,1687.6,1724.4,1758.1,1774.7,1806.9,1810.1,1827.3,1862.9,1887.6,1904.3,1933.3,1974.9,2027,2060.4,2073.6
1533.3,1550,1543.8,1718.7,1794.4,1870,1884,1904,1924.5,1928.6,1928.5,1938.8,1947.8,1965.6,2013.7,2068.5,2085.1,2109.9,2149.1,2205.1
1707.2,1819.2,1862.6,1946.9,2011.9,2034.6,2050.3,2072.4,2079.1,2083.3,2099.5,2103.4,2115.6,2138.4,2156.8,2173.4,2199,2212.8,2250.7,2306.1
1443.6,1531,1548.3,1654.6,1737.5,1776.7,1791.9,1799.4,1803.4,1815.2,1836,1858.3,1879.5,1910.9,1934.9,1935.5,1959.5,1999.8,2052.2,2107.9
1488.1,1512.9,1485.8,1503.2,1543.7,1657.2,1724.3,1747.8,1781,1805.3,1821.4,1839,1858.8,1871,1894.9,1902.2,1906.5,1944.6,1991.7,2034.9
1610.2,1677.3,1668.2,1763.4,1868.3,1929.3,1973,1977.9,1981.6,1980.6,1982.2,1975,1981.6,2006.7,2028.3,2053.2,2073.5,2093.9,2127.7,2157.7
1448.5,1486.4,1487.6,1565,1668.3,1722.6,1747.5,1763.8,1777.3,1785.8,1807,1838.5,1885.6,1931.3,1981.7,2031.7,2090.4,2114.5,2147.3,2180.8
1424.4,1461.2,1510.3,1554.2,1590.3,1637.8,1685.5,1696.2,1697.3,1695.9,1696.2,1691,1698.1,1718.5,1736.1,1766.8,1782.6,1797.1,1835,1872.6
1818.4,1812.7,1706.9,1742.4,1897.6,1986.2,2022.6,2045.2,2050.4,2041.9,2040.1,2044.1,2051.1,2064.5,2102.7,2138.5,2161.5,2187.9,2211.8,2241.1
1719.5,1760.9,1776.3,1787,1806.2,1833.3,1841.9,1860.7,1877.7,1892.2,1903.2,1925.4,1934,1953.3,1969.8,1988.1,2004.9,2012.7,2031.4,2070.5
1678.8,1732.9,1772.3,1866.8,1984.5,2043.4,2081.2,2101.6,2141.5,2216.5,2234.3,2240.1,2279.3,2269.1,2239.1,2245.3,2282.4,2339.5,2398.7,2426.9
1646.7,1693.9,1650.2,1717.6,1854.9,1953.4,1995.7,2028,2053.8,2076.4,2125.7,2156.4,2193.8,2215.8,2243.4,2275.8,2312.7,2363.3,2385.7,2421.2
1388.5,1497.3,1605.7,1654.5,1704.6,1776.3,1804.2,1856.2,1919.1,1932.4,1939.6,1944.9,1938.3,1943.1,1949.1,1947.9,1977.7,2028.3,2077.4,2126.9
1455.9,1520.1,1539.3,1642.5,1747,1815.8,1833.6,1847.6,1846.3,1868.5,1885.7,1920.9,1957.2,2005.1,2048.1,2072,2123.1,2149,2202.5,2216.3
1547.1,1643.6,1657.2,1693.3,1782.6,1810.9,1819,1835.2,1862.8,1897.9,1911,1913.7,1914.5,1894.9,1898.3,1917.8,1984,2037.8,2070.4,2084.1
1561.3,1589.4,1630.2,1681.8,1807.5,1952.9,1981.4,2010.5,2013.6,2011,2011.8,2019.5,2026.6,2060.4,2083.1,2112.8,2157.3,2186.1,2220.4,2228
1598.7,1638.8,1662.7,1760,1920.7,2004.2,2011.7,2033.9,2040.9,2045.8,2042.4,2037.1,2045.9,2076.3,2100.2,2111,2134,2165.5,2227,2249.9
1553.7,1684,1661.6,1728.8,1756.2,1773.5,1770.5,1786,1807.6,1833.8,1835.5,1846.6,1861,1881,1885.4,1893,1912.6,1924.5,1934.5,1943.1
1526.1,1595,1670.9,1771.8,1869.4,1829.1,1850.3,1909.1,1986,2049.1,2090.8,2105.9,2122.8,2140.7,2173.6,2215.3,2268.3,2342.4,2409.1,2436.1
1576.5,1640.1,1642.5,1790.1,1924.7,1976.6,1981.5,2015.7,2015.3,2039.3,2064.6,2107,2147.9,2171.7,2206.3,2232.4,2271.4,2325.4,2381.2,2426.7
1349.1,1423.4,1483.7,1565.2,1643.3,1785.1,1807.4,1815.5,1849.7,1892.1,1896.2,1908.5,1922.1,1923.9,1921.4,1915.7,1922.8,1975.2,2026,2043.8
1465.2,1522,1605.1,1680.7,1777.2,1823.1,1848.3,1856.6,1861.4,1863.3,1868.3,1880.6,1915.9,1931,1950,2012.1,2087.8,2176,2217.7,2248.8
1530.4,1616.4,1669.2,1759.7,1813.2,1818.5,1847.7,1875.1,1885.1,1906.2,1916.2,1949.4,1981.9,1987.2,1974.2,1973.9,1996,2001.7,2055.2,2168.5
1513.1,1638.6,1601.9,1714.8,1829.1,1925.6,1949.1,1976.4,1996.6,2009.9,2029.1,2045,2079.6,2110.1,2128.2,2133.1,2156.9,2176.7,2226.8,2275.7
1346.1,1367.3,1364,1455.6,1523.4,1595.8,1641.9,1688.7,1711.6,1719.5,1721.6,1743.7,1778,1788.9,1838.8,1865,1896,1925.5,1946.6,1973.1
1281.6,1330.2,1310.1,1361.7,1457.2,1543,1561.3,1588.2,1609.1,1605.4,1614.3,1626.5,1639.6,1654.6,1681.2,1709.1,1753.1,1775.5,1818.7,1874.9
1300.2,1353.2,1332.7,1406.4,1523.6,1620,1677.1,1696.2,1705.6,1749,1774.7,1797.8,1804.3,1806.1,1806.9,1815.7,1839.8,1847.9,1874,1906.7
1461.4,1508.1,1573.8,1699.6,1811.2,1856,1882.1,1920.1,1891.6,1888.9,1909.7,1937,1989.2,2038.1,2063.7,2085.8,2106.3,2120.6,2141.5,2175.2
1397.4,1436.1,1476.7,1581.1,1696.9,1771.4,1806,1814.9,1837.8,1846.1,1855.6,1872.4,1891.5,1929.5,1949.6,1973.2,1994.7,2018.8,2045.8,2066.7
1691,1752.5,1793.3,1843.2,1850.8,1873,1886.3,1891.3,1907.7,1927.4,1930.3,1945.5,1958,1985.8,1999.3,2044.1,2071.7,2085.2,2108.2,2127.3
1300.4,1349,1417.5,1544.4,1615.9,1653.1,1694.4,1727.5,1745.6,1769.2,1801.6,1843.3,1872.2,1919.9,1928.6,1920.1,1909.7,1925.8,2034.2,2087.9
1458,1566.6,1617.4,1788.4,1903.3,1979.4,2019.3,2044.8,2072.6,2109.6,2135.2,2153.5,2222.3,2268,2295.9,2326,2376.6,2436.6,2467.9,2477.2
1565.6,1547.3,1596.3,1724.2,1849.3,1905.6,1946.6,1959.2,1960.4,1965,1975.7,1995.7,2017.5,2061.3,2086.9,2097.4,2105.7,2132,2163.6,2183
1442.8,1539.1,1593.7,1615.8,1672.6,1731.1,1728.5,1734.2,1756.9,1790.2,1805.1,1814.3,1833.3,1843.7,1846.4,1844.9,1855.6,1876.5,1919.2,1943.7
1534.7,1617.3,1633.9,1725.6,1811.3,1846.2,1942.1,2009.5,2027.5,2039.9,2073.3,2080.8,2099.6,2123.4,2153.5,2143,2172,2253.9,2290.9,2334.3
1635.3,1674.7,1686.1,1740.4,1867,1951.1,1973.2,2006.6,2041.4,2077.7,2085.6,2111.2,2138.7,2166,2193.3,2225.8,2258.4,2289,2331.4,2375.8
1296.3,1359.3,1454.9,1468.7,1519.9,1566.5,1637.9,1689.5,1775,1819.2,1832.1,1849.6,1865.3,1864.3,1866.4,1850.5,1898.1,1933.3,1970.8,2018.1
1366.3,1410.8,1438.2,1554.2,1649.1,1702.1,1779.5,1800.3,1800,1792.6,1802.6,1807,1817.9,1822.8,1846,1888.3,1915.1,1978.4,2012.5,2062.1
1475.1,1560.7,1606.5,1652.2,1708,1741.5,1761.1,1765.5,1778.8,1798.6,1815.1,1837.6,1864.1,1892.4,1914.5,1968.5,2026.2,2079.8,2115,2152.3
1560.7,1639.6,1659.1,1735.3,1852.1,1928.6,1946.7,1962,1979.6,2008.1,2026.3,2043.2,2056.8,2033.9,2029.9,2060.4,2074.6,2108.4,2139.8,2188
1438.8,1500.6,1572.7,1626.4,1721.7,1775.3,1798.2,1806.6,1833.2,1855.2,1885.1,1898.9,1966.9,2024.2,2067.6,2125.2,2173.5,2271,2342.7,2385.1
1360.3,1405.4,1612.3,1700.5,1751.5,1816,1860.6,1879.4,1900.7,1922.2,1939.8,1960.3,1980.6,2017.7,2031.6,2034.5,2086.5,2141.1,2238.2,2341.1
1582.8,1669.5,1748.9,1759.3,1771.8,1874.2,1986.8,2019.8,2043.3,2052.8,2074.2,2104,2129.8,2137.6,2148.1,2149.6,2172.2,2189.1,2227.1,2400.5
1821.2,1890.4,1948.8,2024.2,2090.6,2156.3,2201.4,2227.6,2253.3,2273.6,2265.3,2273,2292.6,2305.3,2315.7,2346.7,2398.9,2455.2,2493.4,2507.6
1604.1,1618.4,1633.9,1659.3,1742.2,1784.2,1789.3,1810.3,1839.9,1853.5,1863.3,1874.6,1886.5,1903.5,1900.3,1913.5,1953.5,1992.5,2077.3,2172.6
1360.4,1454,1492.7,1548.8,1581.4,1603.3,1621.9,1625.4,1644.7,1660.1,1695.9,1720.9,1763.9,1778.9,1804.4,1829.5,1841.2,1869.4,1900.9,1960.9
1412,1533.1,1719.7,1886.8,1966,1988,2002,2004.7,2008.8,2004.7,2010.2,2024.4,2059.3,2102.7,2137.6,2152.3,2218.6,2277.2,2359.4,2445.5
1282.1,1362.8,1444.6,1515.8,1612.1,1633.7,1659.6,1673.5,1672.6,1675,1680,1703.9,1732.2,1761.7,1787.2,1805.7,1817.1,1830.6,1871.4,1914.7
1364.2,1478.9,1564.1,1597.4,1609.7,1628.4,1640.7,1643,1647,1651.2,1678,1696.3,1725.9,1749.2,1744.5,1761.4,1788.9,1856.3,1888.1,1974.3
1482.1,1521.8,1526.7,1504.2,1554,1634.2,1842.8,1873.7,1874.8,1882.9,1882.9,1883.3,1881.9,1898,1919.5,1943.6,1989.9,2055.8,2137.4,2231
1391,1335.7,1559.7,1780.2,1912.6,1942,1974.8,2017.4,2025.5,2046.8,2040.8,2053.9,2075.6,2089.8,2128.5,2146,2148.2,2197.9,2317.6,2408.5
1593.8,1571.8,1595.3,1694.5,1825.7,1958.3,2002,2021.3,2036.5,2045.6,2057.8,2069.1,2080.8,2104,2128.9,2155.8,2166.4,2202.9,2270.3,2340.1
1411.5,1498.1,1562.6,1613.5,1641.7,1721.8,1758,1777.1,1784,1792.3,1821.1,1882.8,1863.2,1879,1894.8,1939.3,1967.1,2016.6,2073.6,2088.9
1529.7,1495.1,1503.4,1547.1,1570.1,1607.2,1686,1715.6,1724.9,1725.9,1735.4,1764.7,1771.7,1776.6,1780.9,1790.7,1805.7,1811.2,1819.7,1845.8
1447.7,1484.6,1518.8,1704.8,1751.1,1902.8,1983.3,2018.9,2045.5,2057.6,2077.9,2086.4,2133.9,2151.4,2178.3,2215,2232.8,2266.5,2315,2362.9
1375.4,1433.4,1470.4,1492.7,1553.2,1616.8,1673.1,1694.3,1700.9,1715,1730.5,1755.2,1768,1796.5,1811.3,1821.2,1853,1904,1923.1,2006.6
1467.6,1578.2,1619.1,1662.1,1674.8,1678.9,1682,1690.9,1699.9,1712,1725.5,1731.8,1745.9,1755.6,1770.8,1787.8,1801.2,1834.1,1865.1,1871.5
1538.9,1574.7,1588.2,1630.9,1678.8,1707.2,1738.6,1706.9,1743.3,1789.5,1800.3,1837.9,1872.6,1878.5,1880.5,1897.4,1908.3,1917.8,1960.2,1992.9
1639.2,1626.4,1663.2,1751.6,1834.8,1854.7,1917,1940.3,1941,1928.7,1912.9,1944,1951.5,1977.3,1998,2047,2083.1,2112,2140.7,2201.3
1540.6,1539.1,1584.4,1574.9,1596.9,1632.6,1711.3,1772.7,1783,1758,1756.7,1758.1,1757.6,1774.3,1788.3,1820.1,1857.7,1871.1,1890.2,1943.5
1441.3,1503.9,1541,1561.6,1533.6,1550,1574.5,1623.7,1646.6,1667.4,1680.7,1681.4,1680,1694.9,1708.5,1744.4,1777.2,1803.5,1823.6,1846.3
1389.3,1462.9,1525.3,1571.8,1579,1611.7,1641.1,1662.3,1667.5,1669.2,1673.1,1676.7,1693.1,1714,1776.8,1806.4,1828.1,1866.2,1902,1930.9
1479.7,1493.1,1580.8,1673.2,1719.7,1734.3,1720.2,1749.5,1759.6,1782.3,1792.5,1806.9,1814.5,1820.1,1837.7,1835.8,1850.2,1868.5,1885.4,1947.3
1414.7,1443.6,1523.1,1563.2,1581.8,1621.1,1666.9,1688,1697.3,1687.1,1684.1,1684.7,1697.1,1718.4,1737,1766.4,1788.4,1801.9,1851.9,1871.7
1571.3,1571.4,1596.2,1631,1687.1,1728.5,1776.9,1829.4,1874.7,1874.7,1854,1849.6,1832.1,1891,1921.5,1952.6,1982.2,2010.2,2046.3,2100.9
1527.3,1590.6,1634.1,1723.3,1787.8,1809.8,1788,1809.2,1809.7,1796,1817.9,1845.9,1861.4,1873,1879.4,1907.8,1922.4,1927.5,1975.5,2010.1
1654.5,1621.5,1673.2,1703,1742.9,1762.4,1764.9,1900.6,1964.4,1972.8,1977.4,1957.6,1939.6,1973,2002.7,2035.4,2085.6,2110,2158.6,2175.6
1742.4,1740.5,1719.3,1702.3,1739.2,1784.7,1860.8,1891.5,1913.5,1923.5,1929.2,1939.9,1950.5,1981.9,2028.3,2048.2,2060.9,2078.3,2099.1,2125.7
1534.4,1560.2,1651,1694.8,1704.4,1730.8,1762.9,1787.9,1799.9,1808.8,1814.5,1822,1838.6,1848.3,1856,1861.3,1889.5,1903.5,1921.8,1935.7
1469.6,1481.4,1529.7,1572,1594.2,1611.6,1635.5,1670.1,1683.3,1691.7,1706.2,1722.5,1736.5,1760.4,1775.8,1794.3,1822.3,1864.3,1895.9,1952.8
1509.4,1560.8,1653.9,1689.6,1746.3,1810.9,1830.6,1870.5,1885.8,1886,1888.7,1890.9,1859.6,1868,1891.7,1922.2,1946.6,1982.9,2009.8,2048.8
1574.2,1578.8,1595.6,1627.4,1622.7,1659.1,1738,1780.4,1800.7,1784.9,1808.6,1806.3,1825,1861.6,1862.2,1884.9,1940.2,1973.8,2012.2,2069.8
1444.9,1470.4,1512.7,1561,1602.4,1594.2,1608.2,1626.5,1635.2,1641.1,1650.7,1653,1655.9,1659.7,1668.3,1674.4,1678.6,1718.6,1752.1,1779.4
1502.4,1619.7,1694.2,1806.1,1871.3,1911.7,1926.7,1944.3,1948.6,1946.3,1949.9,1952.3,1935.8,1939,1957.9,1998.3,2036.3,2154.8,2212.5,2265.7
1528.9,1553.9,1594.4,1606.7,1622.1,1672.9,1701.8,1727.2,1746.5,1775.4,1794.6,1803.9,1818.9,1850.6,1870.1,1885.1,1929.5,1974.9,2018.6,2027.3
1435.9,1560.9,1642.3,1716.3,1812,1835.9,1846.2,1883,1906.4,1910.6,1921.2,1955.9,2017.5,2060.3,2078.7,2098.4,2157.4,2243.9,2288.7,2332.7
1454.1,1543.1,1692.5,1792.6,1879.8,1892.1,1892,1901.6,1918.9,1967.3,1977.8,1990.6,2008.1,2041.1,2091.2,2130.4,2139.4,2175.7,2198.4,2231.5
1435.7,1511.2,1570.1,1651,1699.2,1747,1749.5,1749.3,1763.2,1799.1,1812.2,1817.4,1822.9,1898.5,1958.7,1999,2015.5,2033.5,2065.1,2083.1
1475.6,1521.1,1556.5,1578.9,1608.6,1621.2,1631.8,1638,1652.2,1657,1663.8,1670.2,1684.5,1688.2,1696.8,1724,1755.1,1790,1818.1,1883.2
1562.9,1615.6,1663.2,1702.2,1759.9,1784.2,1790.7,1805.9,1805.3,1800.7,1797.1,1821.5,1867.9,1895.4,1916.3,1964.3,2018.3,2061.4,2117.4,2148.1
1615.1,1688,1733.2,1838,1956,1991.7,1980.4,1988.4,2000.5,2027.1,2070.7,2081.6,2110.1,2157.9,2180.2,2221.3,2254.5,2289.6,2354,2349.1
1478.2,1624.1,1767.7,1850.2,1880,1888.6,1897.6,1905.9,1905,1897.8,1902.3,1892.8,1902.9,1936.6,1977.3,2002.5,2034.9,2117.2,2192,2278
1539.4,1605,1670.3,1727.8,1774.7,1833.7,1860.2,1890.5,1907,1919.6,1927.1,1932.3,1928.2,1944.2,1959.8,1977.2,1989.6,2057.5,2074.6,2112.7
1646.2,1682.1,1762.9,1903.7,1915.3,1973.5,2022.3,2060,2125,2154.9,2162.4,2151.3,2167.2,2231.2,2307.9,2323.7,2383.9,2460.8,2515.5,2579.1
1635,1655.1,1714,1813,1871.6,1900.2,1921.1,1944.3,1961.4,1960.3,1969.7,1999.2,2014.7,2056.8,2080.4,2105.7,2121.4,2154.3,2218.3,2284
1457,1502.9,1565.5,1642.9,1714.4,1773.4,1785,1803.2,1800,1810.8,1825.1,1875.6,1884.6,1872.5,1881.5,1889.9,1882.9,1925,1991.6,2038.7
1356,1504.4,1557.6,1600.6,1657.8,1675.5,1679.8,1680.2,1680.4,1676.2,1692.5,1712.6,1729.8,1750.1,1766.2,1802.8,1797.7,1863.2,1935.7,1975.4
1405,1468.3,1583.1,1748.4,1825.7,1869.8,1880.3,1907.2,1897,1888.6,1887.8,1878.9,1898.7,1901.2,1942.3,1975.4,2022.3,2089.2,2179.1,2264.6
1565.6,1711.2,1815.7,1871.7,1913.8,1921.1,1929.6,1951.6,1965.7,1967.1,1999.7,2005,2010.1,2012.2,2044.4,2077.7,2100.5,2182.5,2220.2,2248.8
1459.7,1485.1,1499.9,1540.9,1573,1589.3,1609.1,1638.5,1660.6,1672.1,1678,1678.3,1679.4,1687.4,1673.7,1689.8,1703.5,1734.6,1788.9,1844.7
1354.3,1359.7,1405.6,1490.8,1492,1481.8,1504.7,1526.6,1542.2,1543.7,1522.4,1526.1,1526.5,1560.7,1577.5,1598.1,1626.4,1666.9,1725.2,1781.6
1296.8,1378.3,1499.4,1566.1,1581,1593.2,1618.3,1649.6,1654.3,1654.1,1647.3,1647.8,1648.1,1703.7,1735.7,1763.9,1817.7,1843.3,1863.2,1899.3
1584.9,1674.4,1780.5,1826.3,1837.6,1870.1,1896.5,1898.6,1920.2,1937.6,1961.8,1966.9,2009.3,2020.5,2024.3,2039.5,2053.2,2073.2,2111.9,2181.7
1661.6,1713.4,1738.7,1804.3,1794.6,1798.1,1808.6,1828.6,1842.8,1887.8,1912.7,1920.6,1926.2,1942.1,1957.8,1955.7,1982.3,2020.9,2055.9,2088.9
1489.2,1561.7,1625.3,1660.4,1751.9,1822.8,1837.5,1873.4,1891,1892,1889.5,1890.2,1901.4,1931.8,1963.8,1997,2054.3,2147.5,2184.6,2210.7
1468.9,1464,1516.7,1624.8,1674.8,1698.5,1683.5,1720,1753.5,1741.4,1727.4,1717,1723.2,1725.5,1766.8,1770.2,1815.5,1851.3,1923.2,1999
1584.4,1705,1812.7,1868.7,1928,1980.7,1997.3,2044.5,2066.7,2101.6,2094.9,2111.6,2119.8,2155,2186.1,2232.6,2283.2,2324.7,2350.1,2388.5
1575.4,1585.2,1624.6,1643.2,1792.5,1855.7,1901.8,1933.9,1965.9,1989.4,2019.9,2022.4,2037.2,2012.7,1993.9,1978.9,2001.2,2060.2,2133,2176.3
1444.4,1493.1,1544.8,1616,1671.6,1706.3,1718.8,1728.9,1735.7,1743.6,1743.2,1746.5,1760.8,1774.5,1796.7,1829.3,1847.4,1873,1918.9,1974.3
1596.2,1640.6,1698.3,1744.3,1758.1,1775.5,1806.9,1853.7,1867.7,1862.1,1907.4,1991,2000.5,2025.2,2059,2067.3,2148.5,2195.2,2263.9,2313.2
1723.5,1782.1,1812.9,1820.8,1825.1,1905.1,1943.3,1934.6,1925.3,1932.6,1954.8,2026.2,2030.8,2032.1,2065.7,2090.7,2121.9,2158.6,2188.2,2227.8
1352.2,1427.4,1522.4,1582.4,1608.1,1621.4,1624.2,1640.8,1659.6,1744.7,1743.1,1744,1740.2,1766.8,1787.7,1808.4,1824.2,1873.1,1934.7,1975.1
1481.9,1539.1,1577.8,1613.6,1651,1669.8,1669.8,1675.9,1689.5,1710.8,1730.3,1739.6,1751.4,1755.3,1752.7,1738.2,1766.2,1821,1876.2,1912
1460.2,1520.1,1628.3,1630.6,1659.8,1688.7,1716.1,1715,1709.2,1736.3,1743.1,1757.8,1762.9,1731.4,1752.8,1790.9,1866.7,1917.9,2003.1,2028
1648.8,1680.9,1685.1,1733.7,1846.9,1953.6,1965.5,1988.5,2010.2,2003.5,2037,2071.1,2077,2068,2062.7,2091.6,2092.9,2151.3,2183.6,2275.7
1528.2,1612.3,1702.1,1738.4,1813.8,1854,1903.7,1918.7,1920.7,1928.2,1902.9,1899.6,1903.2,1924.4,1928.2,1944,1960.1,1995.1,2032.9,2053.5
1658.8,1682.5,1768.8,1806.5,1837.4,1852.4,1876.3,1897.8,1908.2,1912.9,1912.8,1906.1,1905.3,1898.7,1889.9,1899.1,1911.7,1926.4,1939.5,1950.3
1615.6,1721.8,1790.8,1861.5,1917.1,1932.3,1949.9,1957.7,1966.9,1977,1990.1,2003.1,2007.2,2010.1,2010,2012.5,2038.5,2054.2,2073.8,2107.1
1877.7,1913.7,1939.2,1989.6,2006.4,2025.2,2043.5,2038.6,2048.3,2050.4,2077.9,2093.3,2098.8,2110,2125.7,2139.5,2154.3,2167.4,2178.2,2184.5
1599.5,1622,1619.9,1756.8,1806.3,1862,1899.9,1915.1,1917.5,1924.3,1933.9,1888,1888.2,1884.2,1896.8,1922.5,1962.9,1997.5,2011.2,2049.9
1588.8,1639,1685.6,1712.7,1744.3,1766.5,1779.8,1764.7,1787.9,1791.7,1796.9,1800.8,1802,1803.3,1811.5,1821.3,1831.6,1843.9,1858.9,1874.7
1414.2,1514.5,1644.7,1853.2,1911.3,1947.1,1949.7,1952.5,1950.2,1959.2,1969.9,1976.1,1968.1,1972.7,1977.1,1988.4,2004,2029.3,2044,2052.7
1658.4,1684.8,1716.7,1739.7,1761.2,1780.5,1789.2,1793.1,1792.5,1797.8,1820.1,1825.8,1822.5,1821.6,1848.9,1859.2,1875.6,1899.2,1920.4,1949.1
1644.1,1595.1,1611.6,1711.4,1771.8,1795.3,1811.5,1815.1,1816.3,1816.4,1814.3,1812.3,1813.3,1815.9,1823.4,1831.2,1844.9,1857.1,1871.2,1884.9
1682,1725.9,1762.7,1821,1871.1,1887.8,1898.2,1906.8,1912.4,1918.3,1921.9,1916.7,1917.6,1918.4,1922.2,1920.5,1924.9,1938.5,1951.8,1964.9
1813.6,1766.1,1823.1,1868.7,1945.5,1972.3,2005.3,2024.7,2033.7,2048,2062.5,2068.3,2068.6,2065.4,2078.1,2091.8,2102.5,2122.6,2138.3,2145.1
1953.5,1936.6,1975.8,2026.7,2079.1,2106.6,2107.9,2093,2084,2096.3,2120.5,2137.2,2151.4,2163.4,2188,2201.3,2220.6,2235.9,2252.7,2263.4
1662.7,1684.6,1715.7,1816.6,1861.3,1883.5,1913.5,1925,1926.3,1958.2,1975,1959.5,1944.7,1950.9,1964.3,1988.5,2001.3,2037.6,2060.8,2085.7
1574.5,1587.3,1661.7,1704.8,1748.1,1758.2,1772,1778.7,1786.5,1791,1791.9,1795.1,1794.3,1800,1808.1,1824.9,1850.8,1879.7,1912.6,1937.7
1653.2,1777.3,1818.8,1858.6,1906.3,1923.7,1932.4,1939.4,1940.7,1947.8,1949.1,1947.5,1946.8,1948.9,1953.1,1963,1988.5,1996.9,2017.8,2027.4
1678.8,1692.1,1714.3,1756.9,1788.2,1816.3,1830.4,1894.6,1902.9,1889.5,1905.7,1958.3,1969.7,1975.8,1988.2,2000.1,2022.9,2049.1,2088.9,2101.6
1615.9,1648.1,1643,1706.2,1740.3,1749.9,1760.9,1773,1789.5,1803.2,1805.5,1806.8,1811.9,1809,1819.2,1831.5,1859.1,1869,1896.4,1915.4
1670.3,1716.7,1721.1,1745.4,1754.2,1751.7,1783.4,1796.7,1809.3,1822.6,1829.1,1830.1,1830.5,1841.9,1844.2,1854.1,1860.4,1872.8,1876,1891.6
1674.5,1716.2,1726.8,1746.4,1770.6,1828.9,1863,1881.4,1900.5,1901.6,1908.3,1921.7,1928.2,1937.9,1946.7,1989.5,2011.1,2021.6,2030.1,2038.4
1545.9,1557,1553.7,1561.3,1576.1,1640.8,1668.5,1678.7,1710.7,1722.1,1725.7,1717,1713.4,1706.8,1703.3,1720.5,1734.5,1745.4,1762,1777.4
1622.9,1632.9,1664.1,1695.9,1744,1780.5,1793.1,1762.7,1798.9,1826.2,1836.7,1836,1840.4,1855.9,1867.4,1885.6,1915.6,1944.7,1963.5,1986.3
1612.3,1654.2,1678.9,1724.2,1741.3,1776.2,1786.2,1789.9,1792.9,1797.1,1805.4,1808.8,1828.4,1848.6,1868.6,1880.3,1896.4,1931.1,1950.9,1944.3
1602.6,1627.4,1687.5,1722.3,1727.3,1703.4,1694.7,1709,1746.2,1794,1812,1814,1817.4,1817.7,1827.5,1841.6,1853.5,1865,1877.8,1905.6
1428.3,1461.9,1485,1517.2,1532.2,1558.7,1578.5,1586.3,1582,1577.5,1583.5,1588.3,1593.8,1604.9,1623,1634.7,1647.7,1660.9,1685.3,1727.5
1629.4,1649.8,1666.4,1711.1,1726.7,1735.1,1754,1774.7,1799,1810.9,1823.1,1829.6,1833.7,1838.2,1851.9,1873.3,1896.5,1935,1960.8,1984.9
1702.7,1750.5,1767.5,1782.9,1799.6,1813.9,1819.7,1822.7,1826.7,1826.4,1823.8,1826.2,1831.3,1851.7,1858.6,1891.1,1918,1957.1,2008.4,2061.2
1814.8,1759.2,1816.2,1878.5,1953.6,1973,1988.5,1990.9,1998.7,2011.2,2007.6,2005.4,2009.7,2016.7,2044,2106.5,2158.6,2199.3,2250.8,2312.6
1831.5,1818.9,1836.9,1875.3,1948.3,1988.4,2010.2,2032.8,2046.9,2061.4,2070.7,2080.3,2090.7,2091.1,2100.7,2112.8,2129.7,2147.9,2180.1,2223.1
1658.9,1662.3,1701,1746.3,1775.4,1791.1,1819.6,1841,1856.5,1879,1882.7,1886.4,1886.7,1892.3,1909.1,1934.5,1972.3,2003.7,2033.4,2066.7
1658.4,1704.5,1737,1773.4,1793.4,1802.8,1811.8,1818.1,1818.2,1819.4,1813.7,1816.5,1812,1818.2,1828.8,1849.2,1862.5,1871.7,1888.8,1911.2
