participant,effect,q_type,estimate,se,lextale_std,eq_std,q_sum
5f53927e3a8bb66b0f07d471,boundary_separation,wh,1.322416846,0.17767642096601602,1.4801412284962774,0.08647436811212084,-1
5f53927e3a8bb66b0f07d471,drift_rate,yn,0.05803711756387,0.04632832111168296,1.4801412284962774,0.08647436811212084,1
5f53927e3a8bb66b0f07d471,drift_rate,wh,1.897215125,0.04416300734543869,1.4801412284962774,0.08647436811212084,-1
5f5588d8f313fc95927e288b,boundary_separation,yn,1.988903125,0.2678685880942896,-1.0277392583246578,0.46208697091573375,1
5f5588d8f313fc95927e288b,boundary_separation,wh,1.280545467,0.16473911728742274,-1.0277392583246578,0.46208697091573375,-1
5f5588d8f313fc95927e288b,drift_rate,yn,1.216615937,0.09588015203349447,-1.0277392583246578,0.46208697091573375,1
5f5588d8f313fc95927e288b,drift_rate,wh,1.47478543,0.04026566009401191,-1.0277392583246578,0.46208697091573375,-1
5f56481f814f890398411ba3,boundary_separation,yn,1.1749127275,0.1508834214123135,-0.1426049688584453,-0.2891382346914921,1
5f56481f814f890398411ba3,boundary_separation,wh,1.1396963135,0.14578589053924038,-0.1426049688584453,-0.2891382346914921,-1
5f56481f814f890398411ba3,drift_rate,yn,1.428703615,0.02845238424924189,-0.1426049688584453,-0.2891382346914921,1
5f56481f814f890398411ba3,drift_rate,wh,1.31339178,0.03276764093091977,-0.1426049688584453,-0.2891382346914921,-1
5f579b85e5442025dcc0c068,boundary_separation,yn,2.128460715,0.2862662611062691,-0.7326944951692537,-0.664750837495105,1
5f579b85e5442025dcc0c068,boundary_separation,wh,1.986007025,0.26423400369720457,-0.7326944951692537,-0.664750837495105,-1
5f579b85e5442025dcc0c068,drift_rate,yn,1.1023370545,0.09906027520036938,-0.7326944951692537,-0.664750837495105,1
5f579b85e5442025dcc0c068,drift_rate,wh,1.1833437655,0.10608228430942493,-0.7326944951692537,-0.664750837495105,-1
5f582002dff3f038d1eb83c4,boundary_separation,yn,1.68803351,0.2398166260037736,0.07867860350810778,0.9879446148407919,1
5f582002dff3f038d1eb83c4,boundary_separation,wh,1.72491507,0.26060058790859286,0.07867860350810778,0.9879446148407919,-1
5f582002dff3f038d1eb83c4,drift_rate,yn,1.3005383835,0.07132117445881356,0.07867860350810778,0.9879446148407919,1
5f582002dff3f038d1eb83c4,drift_rate,wh,1.071468573,0.06017598060437836,0.07867860350810778,0.9879446148407919,-1
5f59196cdfe283117d6e909e,boundary_separation,yn,2.044329225,0.3026830980429363,-0.06884377806959428,1.2133121765229595,1
5f59196cdfe283117d6e909e,boundary_separation,wh,3.3831824295,2.181578861494983,-0.06884377806959428,1.2133121765229595,-1
5f59196cdfe283117d6e909e,drift_rate,yn,1.177211543,0.08849075498790433,-0.06884377806959428,1.2133121765229595,1
5f59196cdfe283117d6e909e,drift_rate,wh,1.3586092365,0.044949728455305156,-0.06884377806959428,1.2133121765229595,-1
5f656030cd36f609db0da23e,boundary_separation,yn,1.92342128,0.2901131152340014,0.8900517021854691,0.08647436811212084,1
5f656030cd36f609db0da23e,boundary_separation,wh,3.7080967445,2.1479911324681473,0.8900517021854691,0.08647436811212084,-1
5f656030cd36f609db0da23e,drift_rate,yn,1.1039440965,0.09982087784450712,0.8900517021854691,0.08647436811212084,1
5f656030cd36f609db0da23e,drift_rate,wh,1.2166457625,0.09989750957189787,0.8900517021854691,0.08647436811212084,-1
5f6a094092466e03262c6b37,boundary_separation,yn,2.016990605,0.31272971227859836,-0.21636615964729636,0.46208697091573375,1
5f6a094092466e03262c6b37,boundary_separation,wh,5.59872095,2.0527166702650637,-0.21636615964729636,0.46208697091573375,-1
5f6a094092466e03262c6b37,drift_rate,yn,1.216072839,0.05769496166115044,-0.21636615964729636,0.46208697091573375,1
5f6a094092466e03262c6b37,drift_rate,wh,0.392616163564,0.1669568378044899,-0.21636615964729636,0.46208697091573375,-1
5f6bc8e8a9a9b4134c8719b4,boundary_separation,yn,1.899942305,0.25268173743377903,-0.5851721135915515,0.08647436811212084,1
5f6bc8e8a9a9b4134c8719b4,boundary_separation,wh,2.049227165,0.27356405255778526,-0.5851721135915515,0.08647436811212084,-1
5f6bc8e8a9a9b4134c8719b4,drift_rate,yn,1.262148153,0.0955073554800885,-0.5851721135915515,0.08647436811212084,1
5f6bc8e8a9a9b4134c8719b4,drift_rate,wh,1.20281281,0.12275420713092106,-0.5851721135915515,0.08647436811212084,-1
5f7058deeb83ab60bb836eae,boundary_separation,yn,1.033805412,0.1424583108848878,0.29996217587466084,-1.1906084814201632,1
5f7058deeb83ab60bb836eae,boundary_separation,wh,1.31897173,0.18299104932403512,0.29996217587466084,-1.1906084814201632,-1
5f7058deeb83ab60bb836eae,drift_rate,yn,1.307670975,0.026354367359867403,0.29996217587466084,-1.1906084814201632,1
5f7058deeb83ab60bb836eae,drift_rate,wh,1.1528759855,0.0332496925532964,0.29996217587466084,-1.1906084814201632,-1
5f7cdbfddd75001800fa84b9,boundary_separation,yn,1.651805765,0.20644945863576458,-0.3638885412249985,-0.664750837495105,1
5f7cdbfddd75001800fa84b9,boundary_separation,wh,1.3892134865,0.17263695055770578,-0.3638885412249985,-0.664750837495105,-1
5f7cdbfddd75001800fa84b9,drift_rate,yn,1.26275862,0.05428085448594617,-0.3638885412249985,-0.664750837495105,1
5f7cdbfddd75001800fa84b9,drift_rate,wh,1.387315787,0.044179799501929004,-0.3638885412249985,-0.664750837495105,-1
5f80bc44efa2c013099af460,boundary_separation,yn,2.18038044,0.2802014581826623,0.07867860350810778,-1.8667111664666665,1
5f80bc44efa2c013099af460,boundary_separation,wh,2.05507497,0.32402665975844674,0.07867860350810778,-1.8667111664666665,-1
5f80bc44efa2c013099af460,drift_rate,yn,1.1878058105,0.07935886065298355,0.07867860350810778,-1.8667111664666665,1
5f80bc44efa2c013099af460,drift_rate,wh,1.4021060955,0.07548216320750632,0.07867860350810778,-1.8667111664666665,-1
5f865e9ac5be471b63865294,boundary_separation,yn,1.993493075,0.24714358739443246,-0.2901273504361474,0.16159688867284341,1
5f865e9ac5be471b63865294,boundary_separation,wh,1.74634498,0.22757634992793707,-0.2901273504361474,0.16159688867284341,-1
5f865e9ac5be471b63865294,drift_rate,yn,0.75732744925,0.0949416631717483,-0.2901273504361474,0.16159688867284341,1
5f865e9ac5be471b63865294,drift_rate,wh,0.7008577115,0.07111956320714895,-0.2901273504361474,0.16159688867284341,-1
5f8dbc2dbe6a9e10493e3d6e,boundary_separation,yn,1.61554676,0.2231014212134834,1.0375740837631713,0.5372094914764564,1
5f8dbc2dbe6a9e10493e3d6e,boundary_separation,wh,2.73295098,0.5486649697325732,1.0375740837631713,0.5372094914764564,-1
5f8dbc2dbe6a9e10493e3d6e,drift_rate,yn,1.335580165,0.0661872746321783,1.0375740837631713,0.5372094914764564,1
5f8dbc2dbe6a9e10493e3d6e,drift_rate,wh,0.463723054445,0.13494009672805748,1.0375740837631713,0.5372094914764564,-1
5f90744a10d3371291f6c0b2,boundary_separation,yn,3.92166573,0.7355249159736712,-1.1015004491135088,1.2133121765229595,1
5f90744a10d3371291f6c0b2,boundary_separation,wh,3.497970935,0.5469196864651128,-1.1015004491135088,1.2133121765229595,-1
5f90744a10d3371291f6c0b2,drift_rate,yn,1.40774775975,0.2870970665001159,-1.1015004491135088,1.2133121765229595,1
5f90744a10d3371291f6c0b2,drift_rate,wh,1.183525945037,0.3726489061016568,-1.1015004491135088,1.2133121765229595,-1
5f9710e93c0e4a07c48e98d9,boundary_separation,yn,2.57734535,0.4672343848794568,-0.8064556859581047,-0.06377067300932433,1
5f9710e93c0e4a07c48e98d9,boundary_separation,wh,1.750515625,0.2402109949470592,-0.8064556859581047,-0.06377067300932433,-1
5f9710e93c0e4a07c48e98d9,drift_rate,yn,1.12107353275,0.1581871476728332,-0.8064556859581047,-0.06377067300932433,1
5f9710e93c0e4a07c48e98d9,drift_rate,wh,1.3536322255,0.08030228852876566,-0.8064556859581047,-0.06377067300932433,-1
5f9858b14dff5d10e5c3cdb3,boundary_separation,yn,1.533287115,0.20912813052938653,-0.8064556859581047,-0.7398733580558277,1
5f9858b14dff5d10e5c3cdb3,boundary_separation,wh,1.65438903,0.21695686553439686,-0.8064556859581047,-0.7398733580558277,-1
5f9858b14dff5d10e5c3cdb3,drift_rate,yn,1.41247044,0.058748002887996656,-0.8064556859581047,-0.7398733580558277,1
5f9858b14dff5d10e5c3cdb3,drift_rate,wh,1.2038485635,0.06432535835112362,-0.8064556859581047,-0.7398733580558277,-1
5f985a6faf071810974a32f8,boundary_separation,yn,1.510583215,0.20227230077507943,-0.8064556859581047,-0.2891382346914921,1
5f985a6faf071810974a32f8,boundary_separation,wh,5.208474575,2.1595446232506346,-0.8064556859581047,-0.2891382346914921,-1
5f985a6faf071810974a32f8,drift_rate,yn,1.2309193305,0.05868391661262708,-0.8064556859581047,-0.2891382346914921,1
5f985a6faf071810974a32f8,drift_rate,wh,0.62909717195,0.19934051759434318,-0.8064556859581047,-0.2891382346914921,-1
5f99e3031e4f740c4a2f6cbc,boundary_separation,yn,1.564740615,0.21427377488197866,-0.5851721135915515,-1.8667111664666665,1
5f99e3031e4f740c4a2f6cbc,boundary_separation,wh,1.73331632,0.23392238357396683,-0.5851721135915515,-1.8667111664666665,-1
5f99e3031e4f740c4a2f6cbc,drift_rate,yn,1.3751562985,0.07074953605484198,-0.5851721135915515,-1.8667111664666665,1
5f99e3031e4f740c4a2f6cbc,drift_rate,wh,1.1682155915,0.06775415051108949,-0.5851721135915515,-1.8667111664666665,-1
5fa500331b3c351a9d18488c,boundary_separation,yn,1.680261725,0.2918309074956922,0.07867860350810778,-1.3408535225416083,1
5fa500331b3c351a9d18488c,boundary_separation,wh,1.1410333145,0.15709125925101666,0.07867860350810778,-1.3408535225416083,-1
5fa500331b3c351a9d18488c,drift_rate,yn,1.2800266515,0.061528524586966754,0.07867860350810778,-1.3408535225416083,1
5fa500331b3c351a9d18488c,drift_rate,wh,1.332318665,0.02332200806529905,0.07867860350810778,-1.3408535225416083,-1
5faeb0771929e6000941ecc5,boundary_separation,yn,1.410102944,0.18370770903511735,-0.21636615964729636,-0.13889319357004692,1
5faeb0771929e6000941ecc5,boundary_separation,wh,1.580340025,0.2316815155740283,-0.21636615964729636,-0.13889319357004692,-1
5faeb0771929e6000941ecc5,drift_rate,yn,1.5296857,0.04184487467753236,-0.21636615964729636,-0.13889319357004692,1
5faeb0771929e6000941ecc5,drift_rate,wh,1.402733885,0.05442555024449898,-0.21636615964729636,-0.13889319357004692,-1
5fb327660f80c1a4d39fada2,boundary_separation,yn,1.2666710255,0.156388802541544,-0.1426049688584453,-0.5896283169343824,1
5fb327660f80c1a4d39fada2,boundary_separation,wh,1.59786805,0.20463340156561843,-0.1426049688584453,-0.5896283169343824,-1
5fb327660f80c1a4d39fada2,drift_rate,yn,1.40996712,0.02839524149528205,-0.1426049688584453,-0.5896283169343824,1
5fb327660f80c1a4d39fada2,drift_rate,wh,1.217638341,0.05518258201182204,-0.1426049688584453,-0.5896283169343824,-1
5fb33ec89c2b44a71c2cd5df,boundary_separation,yn,1.646401375,0.22986843920932606,-0.5114109228027005,0.16159688867284341,1
5fb33ec89c2b44a71c2cd5df,boundary_separation,wh,2.21630846,0.45962614314838657,-0.5114109228027005,0.16159688867284341,-1
5fb33ec89c2b44a71c2cd5df,drift_rate,yn,1.3404327135,0.06381324368091594,-0.5114109228027005,0.16159688867284341,1
5fb33ec89c2b44a71c2cd5df,drift_rate,wh,1.0095925085,0.1137144376224709,-0.5114109228027005,0.16159688867284341,-1
5fb41bf3f84c7006ac8e30f2,boundary_separation,yn,2.235837815,0.29168068676343856,-1.470306403057764,0.08647436811212084,1
5fb41bf3f84c7006ac8e30f2,boundary_separation,wh,2.425967445,0.4377883701915338,-1.470306403057764,0.08647436811212084,-1
5fb41bf3f84c7006ac8e30f2,drift_rate,yn,0.929159425,0.085445108683179255,-1.470306403057764,0.08647436811212084,1
5fb41bf3f84c7006ac8e30f2,drift_rate,wh,0.605283067125,0.13512758899675437,-1.470306403057764,0.08647436811212084,-1
5fb596ff69ed590fff92ba8f,boundary_separation,yn,1.505645327,0.21146009457886072,-0.21636615964729636,0.7625770531586241,1
5fb596ff69ed590fff92ba8f,boundary_separation,wh,1.756987535,0.23658189266497606,-0.21636615964729636,0.7625770531586241,-1
5fb596ff69ed590fff92ba8f,drift_rate,yn,1.610754385,0.03831165623701992,-0.21636615964729636,0.7625770531586241,1
5fb596ff69ed590fff92ba8f,drift_rate,wh,1.213815522,0.07836391495407169,-0.21636615964729636,0.7625770531586241,-1
5fb6da2d039b27111314d871,boundary_separation,yn,2.200557745,0.3467280527069189,0.29996217587466084,0.6123320120371789,1
5fb6da2d039b27111314d871,boundary_separation,wh,4.535934185,2.115604023720017,0.29996217587466084,0.6123320120371789,-1
5fb6da2d039b27111314d871,drift_rate,yn,1.2687851965,0.0716192188809292,0.29996217587466084,0.6123320120371789,1
5fb6da2d039b27111314d871,drift_rate,wh,1.00754948275,0.17985104313932587,0.29996217587466084,0.6123320120371789,-1
5fb6f3bc48d534199270ad38,boundary_separation,yn,2.182957105,0.29997181544471735,-0.2901273504361474,-0.8149958786165502,1
5fb6f3bc48d534199270ad38,boundary_separation,wh,2.28709024,0.35127101139727773,-0.2901273504361474,-0.8149958786165502,-1
5fb6f3bc48d534199270ad38,drift_rate,yn,1.5747428655,0.09967785944175796,-0.2901273504361474,-0.8149958786165502,1
5fb6f3bc48d534199270ad38,drift_rate,wh,1.1246626205,0.10386959475114632,-0.2901273504361474,-0.8149958786165502,-1
5fb87ecac3b7885df134405a,boundary_separation,yn,1.1508881945,0.14940984758118786,-0.21636615964729636,-0.8901183991772728,1
5fb87ecac3b7885df134405a,boundary_separation,wh,1.5048584635,0.20364686445421812,-0.21636615964729636,-0.8901183991772728,-1
5fb87ecac3b7885df134405a,drift_rate,yn,1.326746905,0.02843020895036573,-0.21636615964729636,-0.8901183991772728,1
5fb87ecac3b7885df134405a,drift_rate,wh,1.2900596435,0.049542622685387595,-0.21636615964729636,-0.8901183991772728,-1
5fb93ffbd40ee27661244708,boundary_separation,yn,1.90850008,0.25519619189786746,-0.3638885412249985,0.6123320120371789,1
5fb93ffbd40ee27661244708,boundary_separation,wh,2.33748742,0.47971316882196824,-0.3638885412249985,0.6123320120371789,-1
5fb93ffbd40ee27661244708,drift_rate,yn,1.58391752,0.07177627195987424,-0.3638885412249985,0.6123320120371789,1
5fb93ffbd40ee27661244708,drift_rate,wh,1.1718912695,0.13307734394649526,-0.3638885412249985,0.6123320120371789,-1
5fb9689421064d7ff5f5243e,boundary_separation,yn,1.56240021,0.18422491848403985,-0.06884377806959428,0.46208697091573375,1
5fb9689421064d7ff5f5243e,boundary_separation,wh,1.705704485,0.22502503127404452,-0.06884377806959428,0.46208697091573375,-1
5fb9689421064d7ff5f5243e,drift_rate,yn,1.141524027,0.04989888910699643,-0.06884377806959428,0.46208697091573375,1
5fb9689421064d7ff5f5243e,drift_rate,wh,1.049622676,0.06837704758437002,-0.06884377806959428,0.46208697091573375,-1
5fbd1e2fb3756f06700d2475,boundary_separation,yn,1.998889035,0.26862096302412214,1.6276636100739794,-1.2657310019808856,1
5fbd1e2fb3756f06700d2475,boundary_separation,wh,2.05021488,0.2718633027136373,1.6276636100739794,-1.2657310019808856,-1
5fbd1e2fb3756f06700d2475,drift_rate,yn,1.68943636,0.09329806155915432,1.6276636100739794,-1.2657310019808856,1
5fbd1e2fb3756f06700d2475,drift_rate,wh,1.419098315,0.10816800914927867,1.6276636100739794,-1.2657310019808856,-1
5fc004cdd7890e102cc48ce6,boundary_separation,yn,1.59154921,0.2114071596880285,0.07867860350810778,-1.415976043102331,1
5fc004cdd7890e102cc48ce6,boundary_separation,wh,1.9943849,0.2976308844066192,0.07867860350810778,-1.415976043102331,-1
5fc004cdd7890e102cc48ce6,drift_rate,yn,1.44847274,0.05660975149543219,0.07867860350810778,-1.415976043102331,1
5fc004cdd7890e102cc48ce6,drift_rate,wh,1.1311718965,0.08575943860339556,0.07867860350810778,-1.415976043102331,-1
5fc00932d6371d37ee128423,boundary_separation,yn,2.013056275,0.31718667010188106,0.22620098508580985,1.7391698204480177,1
5fc00932d6371d37ee128423,boundary_separation,wh,2.359556775,0.3899144234777259,0.22620098508580985,1.7391698204480177,-1
5fc00932d6371d37ee128423,drift_rate,yn,1.483374024,0.12412976336314235,0.22620098508580985,1.7391698204480177,1
5fc00932d6371d37ee128423,drift_rate,wh,0.59852110518,0.12221006300444484,0.22620098508580985,1.7391698204480177,-1
5fc51d23152a5a0008a1956c,boundary_separation,yn,1.730401825,0.3468830835721939,0.1524397942969588,-0.06377067300932433,1
5fc51d23152a5a0008a1956c,boundary_separation,wh,2.332507845,0.5716547711048771,0.1524397942969588,-0.06377067300932433,-1
5fc51d23152a5a0008a1956c,drift_rate,yn,1.3009490275,0.08871936582345367,0.1524397942969588,-0.06377067300932433,1
5fc51d23152a5a0008a1956c,drift_rate,wh,1.353948645,0.06121755686825009,0.1524397942969588,-0.06377067300932433,-1
5fc663e511783d0a0e619de1,boundary_separation,yn,2.12502448,0.35889421653080344,0.37372336666351186,0.7625770531586241,1
5fc663e511783d0a0e619de1,boundary_separation,wh,2.40999767,0.5200902564124603,0.37372336666351186,0.7625770531586241,-1
5fc663e511783d0a0e619de1,drift_rate,yn,1.002497866,0.10392510843897672,0.37372336666351186,0.7625770531586241,1
5fc663e511783d0a0e619de1,drift_rate,wh,0.8134549479,0.10104315791100267,0.37372336666351186,0.7625770531586241,-1
5fce532e51f670000a2a1410,boundary_separation,yn,1.83785543,0.26511243972466375,-0.5114109228027005,-0.9652409197379954,1
5fce532e51f670000a2a1410,boundary_separation,wh,1.859081865,0.23617469352897133,-0.5114109228027005,-0.9652409197379954,-1
5fce532e51f670000a2a1410,drift_rate,yn,1.243538731,0.07392327746694113,-0.5114109228027005,-0.9652409197379954,1
5fce532e51f670000a2a1410,drift_rate,wh,1.095655407,0.08239527640428315,-0.5114109228027005,-0.9652409197379954,-1
5fcf286268f4c722183af975,boundary_separation,yn,1.178495894,0.14954768482201447,-0.6589333043804025,-1.1154859608594405,1
5fcf286268f4c722183af975,boundary_separation,wh,1.3762585105,0.17300174287490797,-0.6589333043804025,-1.1154859608594405,-1
5fcf286268f4c722183af975,drift_rate,yn,1.275738775,0.03250074110440472,-0.6589333043804025,-1.1154859608594405,1
5fcf286268f4c722183af975,drift_rate,wh,1.311269745,0.037452709788748734,-0.6589333043804025,-1.1154859608594405,-1
5fd4335c2d643f1a0ed65cb7,boundary_separation,yn,2.44256683,0.32593209026065834,-0.5114109228027005,-1.0403634402987179,1
5fd4335c2d643f1a0ed65cb7,boundary_separation,wh,2.155874065,0.3025431691906756,-0.5114109228027005,-1.0403634402987179,-1
5fd4335c2d643f1a0ed65cb7,drift_rate,yn,0.35828199872,0.10956356778756297,-0.5114109228027005,-1.0403634402987179,1
5fd4335c2d643f1a0ed65cb7,drift_rate,wh,0.68679583565,0.10334911553940374,-0.5114109228027005,-1.0403634402987179,-1
5fdf9d13a6a9ed7d8efd0b69,boundary_separation,yn,2.014994035,0.2750446133385128,-1.0277392583246578,-1.3408535225416083,1
5fdf9d13a6a9ed7d8efd0b69,boundary_separation,wh,2.332057535,0.4659968097520876,-1.0277392583246578,-1.3408535225416083,-1
5fdf9d13a6a9ed7d8efd0b69,drift_rate,yn,1.311550641,0.09640795469089135,-1.0277392583246578,-1.3408535225416083,1
5fdf9d13a6a9ed7d8efd0b69,drift_rate,wh,1.260426306,0.16632208440154964,-1.0277392583246578,-1.3408535225416083,-1
5febbf353cc53cce4cec36e3,boundary_separation,yn,1.498629555,0.213428145716876,-0.3638885412249985,0.8376995737193467,1
5febbf353cc53cce4cec36e3,boundary_separation,wh,1.619291865,0.2121705974264057,-0.3638885412249985,0.8376995737193467,-1
5febbf353cc53cce4cec36e3,drift_rate,yn,1.3471081785,0.05901987488611293,-0.3638885412249985,0.8376995737193467,1
5febbf353cc53cce4cec36e3,drift_rate,wh,1.311593726,0.057945917520655234,-0.3638885412249985,0.8376995737193467,-1
5fecd5fa7e067ae6bd9cc8d2,boundary_separation,yn,1.61809324,0.21725510455989536,-0.4376497320138495,-0.3642607552522147,1
5fecd5fa7e067ae6bd9cc8d2,boundary_separation,wh,1.5282662465,0.23959066123480732,-0.4376497320138495,-0.3642607552522147,-1
5fecd5fa7e067ae6bd9cc8d2,drift_rate,yn,1.303237847,0.05685356620854936,-0.4376497320138495,-0.3642607552522147,1
5fecd5fa7e067ae6bd9cc8d2,drift_rate,wh,1.084579198,0.05485157732574659,-0.4376497320138495,-0.3642607552522147,-1
5fed01281d6cb4f2fef20220,boundary_separation,yn,2.647508155,0.33164478086860444,0.44748455745236293,0.7625770531586241,1
5fed01281d6cb4f2fef20220,boundary_separation,wh,2.505581185,0.4074592316797919,0.44748455745236293,0.7625770531586241,-1
5fed01281d6cb4f2fef20220,drift_rate,yn,0.5074549375495,0.11548648410302638,0.44748455745236293,0.7625770531586241,1
5fed01281d6cb4f2fef20220,drift_rate,wh,0.509539416545,0.11077221263569777,0.44748455745236293,0.7625770531586241,-1
5feef07e0ad48b201b5ad5fe,boundary_separation,yn,2.08578877,0.2797512829717663,-1.2490228306912108,-0.7398733580558277,1
5feef07e0ad48b201b5ad5fe,boundary_separation,wh,1.75058096,0.2240020913722637,-1.2490228306912108,-0.7398733580558277,-1
5feef07e0ad48b201b5ad5fe,drift_rate,yn,1.2817591025,0.10383730711483916,-1.2490228306912108,-0.7398733580558277,1
5feef07e0ad48b201b5ad5fe,drift_rate,wh,1.077485584,0.06818982061538749,-1.2490228306912108,-0.7398733580558277,-1
5ff1e7e39f4b9e67a53f893a,boundary_separation,yn,1.5317317795,0.23121779493702826,-0.8802168767469557,0.3869644503550112,1
5ff1e7e39f4b9e67a53f893a,boundary_separation,wh,1.488490611,0.19332378239867215,-0.8802168767469557,0.3869644503550112,-1
5ff1e7e39f4b9e67a53f893a,drift_rate,yn,1.399639905,0.05447064070662718,-0.8802168767469557,0.3869644503550112,1
5ff1e7e39f4b9e67a53f893a,drift_rate,wh,1.41954388,0.05500529739048875,-0.8802168767469557,0.3869644503550112,-1
5ff364b2c9707d906a0fc44e,boundary_separation,yn,1.1982071945,0.16209813313655358,0.44748455745236293,1.3635572176444049,1
5ff364b2c9707d906a0fc44e,boundary_separation,wh,1.801671625,0.26522209154222126,0.44748455745236293,1.3635572176444049,-1
5ff364b2c9707d906a0fc44e,drift_rate,yn,1.304299715,0.03384150790815214,0.44748455745236293,1.3635572176444049,1
5ff364b2c9707d906a0fc44e,drift_rate,wh,1.1172234685,0.08532434870101636,0.44748455745236293,1.3635572176444049,-1
5ff8b291840bed124061d389,boundary_separation,yn,1.4513080905,0.2015932682031985,0.1524397942969588,0.7625770531586241,1
5ff8b291840bed124061d389,boundary_separation,wh,1.2714873095,0.15901262262655438,0.1524397942969588,0.7625770531586241,-1
5ff8b291840bed124061d389,drift_rate,yn,1.390919745,0.0518118961810694,0.1524397942969588,0.7625770531586241,1
5ff8b291840bed124061d389,drift_rate,wh,1.41695642,0.03690593506341565,0.1524397942969588,0.7625770531586241,-1
5ffef0a1255d0c5fd3bdfd6a,boundary_separation,yn,1.67993697,0.2184048457909109,0.1524397942969588,0.3118419297942886,1
5ffef0a1255d0c5fd3bdfd6a,boundary_separation,wh,5.182581405,2.189894063427451,0.1524397942969588,0.3118419297942886,-1
5ffef0a1255d0c5fd3bdfd6a,drift_rate,yn,1.197118498,0.048753454745092545,0.1524397942969588,0.3118419297942886,1
5ffef0a1255d0c5fd3bdfd6a,drift_rate,wh,0.637460295455,0.23161611113259808,0.1524397942969588,0.3118419297942886,-1
6005a135fff7b6818a99fd87,boundary_separation,yn,2.603532725,0.3684235484760172,0.1524397942969588,-1.566221084223776,1
6005a135fff7b6818a99fd87,boundary_separation,wh,2.71410636,0.3309968492873754,0.1524397942969588,-1.566221084223776,-1
6005a135fff7b6818a99fd87,drift_rate,yn,1.30662999037,0.1555127764469693,0.1524397942969588,-1.566221084223776,1
6005a135fff7b6818a99fd87,drift_rate,wh,1.4177247245,0.18672640214373373,0.1524397942969588,-1.566221084223776,-1
600b0f7fa045ed0f806f01e2,boundary_separation,yn,1.14635537,0.13302842496718784,0.22620098508580985,-0.13889319357004692,1
600b0f7fa045ed0f806f01e2,boundary_separation,wh,1.245625206,0.16053005167619597,0.22620098508580985,-0.13889319357004692,-1
600b0f7fa045ed0f806f01e2,drift_rate,yn,1.41646462,0.026387073734799447,0.22620098508580985,-0.13889319357004692,1
600b0f7fa045ed0f806f01e2,drift_rate,wh,1.211936125,0.03426594655457537,0.22620098508580985,-0.13889319357004692,-1
600be42e32909325b20ab5f0,boundary_separation,yn,0.998681455,0.1311232429640553,0.44748455745236293,-0.664750837495105,1
600be42e32909325b20ab5f0,boundary_separation,wh,1.5179446404999999,0.31255475862958837,0.44748455745236293,-0.664750837495105,-1
600be42e32909325b20ab5f0,drift_rate,yn,1.2346419,0.02233272887892543,0.44748455745236293,-0.664750837495105,1
600be42e32909325b20ab5f0,drift_rate,wh,1.1682562,0.05790819719935546,0.44748455745236293,-0.664750837495105,-1
600e9f3d9b955475336971bb,boundary_separation,yn,1.58917165,0.21394180225391513,-0.2901273504361474,-1.0403634402987179,1
600e9f3d9b955475336971bb,boundary_separation,wh,1.4665907815,0.2282076929103388,-0.2901273504361474,-1.0403634402987179,-1
600e9f3d9b955475336971bb,drift_rate,yn,1.69415757,0.04906250347993832,-0.2901273504361474,-1.0403634402987179,1
600e9f3d9b955475336971bb,drift_rate,wh,1.520926985,0.061011398599272376,-0.2901273504361474,-1.0403634402987179,-1
600f3bb4c3125f0d2a2f0d36,boundary_separation,yn,2.93135209,0.3563342795119627,-0.06884377806959428,-1.1154859608594405,1
600f3bb4c3125f0d2a2f0d36,boundary_separation,wh,2.902107885,0.4159715094361729,-0.06884377806959428,-1.1154859608594405,-1
600f3bb4c3125f0d2a2f0d36,drift_rate,yn,0.63804486901,0.13115578190422647,-0.06884377806959428,-1.1154859608594405,1
600f3bb4c3125f0d2a2f0d36,drift_rate,wh,0.56017743265,0.12999590741988817,-0.06884377806959428,-1.1154859608594405,-1
60105552a0d121342846b31a,boundary_separation,yn,2.112169525,0.29381745256338976,-0.7326944951692537,0.3118419297942886,1
60105552a0d121342846b31a,boundary_separation,wh,1.703721935,0.2274620961364666,-0.7326944951692537,0.3118419297942886,-1
60105552a0d121342846b31a,drift_rate,yn,0.50184283875,0.08515264197264019,-0.7326944951692537,0.3118419297942886,1
60105552a0d121342846b31a,drift_rate,wh,0.8699258395,0.05877361017508833,-0.7326944951692537,0.3118419297942886,-1
601228de8f04be234171ca8f,boundary_separation,yn,4.210704845,0.5590058159009452,0.521245748241214,0.011351847551398253,1
601228de8f04be234171ca8f,boundary_separation,wh,4.011627405,0.5600889147200756,0.521245748241214,0.011351847551398253,-1
601228de8f04be234171ca8f,drift_rate,yn,1.63849783845,0.3143810204057662,0.521245748241214,0.011351847551398253,1
601228de8f04be234171ca8f,drift_rate,wh,1.0328956323,0.25688150987892583,0.521245748241214,0.011351847551398253,-1
601840b15165f20756c64e0f,boundary_separation,yn,1.864614415,0.30198035041319427,-0.6589333043804025,-0.2891382346914921,1
601840b15165f20756c64e0f,boundary_separation,wh,1.978656685,0.43775591906894956,-0.6589333043804025,-0.2891382346914921,-1
601840b15165f20756c64e0f,drift_rate,yn,1.3200767775,0.08608534421814536,-0.6589333043804025,-0.2891382346914921,1
601840b15165f20756c64e0f,drift_rate,wh,1.1572197335,0.0780606438808573,-0.6589333043804025,-0.2891382346914921,-1
601c454a1e2f3c720321470b,boundary_separation,yn,1.2812628845,0.17533012865273856,0.29996217587466084,-0.7398733580558277,1
