participant,effect,q_sum,lextale_std,eq_std,estimate
5c75471e5eb59f000131c7a4,boundary_separation,1,0.6095200686221688,-0.4338879754367647,1.58414
5c75471e5eb59f000131c7a4,drift_rate,-1,0.6095200686221688,-0.4338879754367647,0.421595
5c75471e5eb59f000131c7a4,drift_rate,1,0.6095200686221688,-0.4338879754367647,1.505385
5cdf215da7b516001828bdda,boundary_separation,-1,-0.8033979118004622,0.6208970563226885,1.478785
5cdf215da7b516001828bdda,boundary_separation,1,-0.8033979118004622,0.6208970563226885,1.509115
5cdf215da7b516001828bdda,drift_rate,-1,-0.8033979118004622,0.6208970563226885,1.312595
5cdf215da7b516001828bdda,drift_rate,1,-0.8033979118004622,0.6208970563226885,1.335975
5ced8f96a726ed0015d31452,boundary_separation,-1,-0.2828491821710718,-0.05717903552267429,1.78276
5ced8f96a726ed0015d31452,boundary_separation,1,-0.2828491821710718,-0.05717903552267429,1.34877
5ced8f96a726ed0015d31452,drift_rate,-1,-0.2828491821710718,-0.05717903552267429,1.3157100000000002
5ced8f96a726ed0015d31452,drift_rate,1,-0.2828491821710718,-0.05717903552267429,1.5569250000000001
5d0ac7504d57690017a355ef,boundary_separation,-1,-0.43157739063661194,-0.9612804913164914,1.807705
5d0ac7504d57690017a355ef,boundary_separation,1,-0.43157739063661194,-0.9612804913164914,2.0557999999999996
5d0ac7504d57690017a355ef,drift_rate,-1,-0.43157739063661194,-0.9612804913164914,1.30754
5d0ac7504d57690017a355ef,drift_rate,1,-0.43157739063661194,-0.9612804913164914,1.26355
5d0d260f7374b40019cef54a,boundary_separation,-1,-0.05975686947276167,0.8469224202711428,1.4665
5d0d260f7374b40019cef54a,boundary_separation,1,-0.05975686947276167,0.8469224202711428,1.581105
5d0d260f7374b40019cef54a,drift_rate,-1,-0.05975686947276167,0.8469224202711428,1.206405
5d0d260f7374b40019cef54a,drift_rate,1,-0.05975686947276167,0.8469224202711428,1.172085
5d184b040a274600013f7107,boundary_separation,-1,-0.43157739063661194,1.1482895722024151,1.7606899999999999
5d184b040a274600013f7107,boundary_separation,1,-0.43157739063661194,1.1482895722024151,1.71311
5d184b040a274600013f7107,drift_rate,-1,-0.43157739063661194,1.1482895722024151,1.48978
5d184b040a274600013f7107,drift_rate,1,-0.43157739063661194,1.1482895722024151,1.488655
5d22686d9b3bf900019d73c0,boundary_separation,-1,-0.43157739063661194,-1.7146983711446722,2.15202
5d22686d9b3bf900019d73c0,boundary_separation,1,-0.43157739063661194,-1.7146983711446722,2.4361550000000003
5d22686d9b3bf900019d73c0,drift_rate,-1,-0.43157739063661194,-1.7146983711446722,1.41475
5d22686d9b3bf900019d73c0,drift_rate,1,-0.43157739063661194,-1.7146983711446722,1.3215
5d453e8723a5bb0001492546,boundary_separation,-1,-0.35721328640384187,-1.0366222792993094,1.5351650000000001
5d453e8723a5bb0001492546,boundary_separation,1,-0.35721328640384187,-1.0366222792993094,1.31156
5d453e8723a5bb0001492546,drift_rate,-1,-0.35721328640384187,-1.0366222792993094,1.298405
5d453e8723a5bb0001492546,drift_rate,1,-0.35721328640384187,-1.0366222792993094,1.5523099999999999
5d4613a2da9cb60001aa4948,boundary_separation,-1,-0.05975686947276167,-0.9612804913164914,1.72534
5d4613a2da9cb60001aa4948,boundary_separation,1,-0.05975686947276167,-0.9612804913164914,2.071205
5d4613a2da9cb60001aa4948,drift_rate,-1,-0.05975686947276167,-0.9612804913164914,1.342735
5d4613a2da9cb60001aa4948,drift_rate,1,-0.05975686947276167,-0.9612804913164914,1.74142
5d61798f7ad20f001b74922e,boundary_separation,-1,-0.43157739063661194,-0.5845715514024009,1.5569199999999999
5d61798f7ad20f001b74922e,boundary_separation,1,-0.43157739063661194,-0.5845715514024009,1.32166
5d61798f7ad20f001b74922e,drift_rate,-1,-0.43157739063661194,-0.5845715514024009,1.40801
5d61798f7ad20f001b74922e,drift_rate,1,-0.43157739063661194,-0.5845715514024009,1.4525649999999999
5d62886927a84f00010fbbb4,boundary_separation,-1,-1.1008543287315424,-1.6393565831618542,1.874025
5d62886927a84f00010fbbb4,boundary_separation,1,-1.1008543287315424,-1.6393565831618542,1.7510400000000002
5d62886927a84f00010fbbb4,drift_rate,-1,-1.1008543287315424,-1.6393565831618542,1.3154599999999999
5d62886927a84f00010fbbb4,drift_rate,1,-1.1008543287315424,-1.6393565831618542,1.34395
5d8f8510f3e52d0018924390,boundary_separation,-1,-0.35721328640384187,-0.3585461874539467,4.635999999999999
5d8f8510f3e52d0018924390,boundary_separation,1,-0.35721328640384187,-0.3585461874539467,2.70646
5d8f8510f3e52d0018924390,drift_rate,-1,-0.35721328640384187,-0.3585461874539467,1.74844
5d8f8510f3e52d0018924390,drift_rate,1,-0.35721328640384187,-0.3585461874539467,1.778355
5dcc5f2545b8f98fd44ab4d7,boundary_separation,-1,-0.43157739063661194,0.31952990439141615,1.224715
5dcc5f2545b8f98fd44ab4d7,boundary_separation,1,-0.43157739063661194,0.31952990439141615,1.300275
5dcc5f2545b8f98fd44ab4d7,drift_rate,-1,-0.43157739063661194,0.31952990439141615,1.5354299999999999
5dcc5f2545b8f98fd44ab4d7,drift_rate,1,-0.43157739063661194,0.31952990439141615,1.558325
5dd1ab5dd3ac2a21600f87b8,boundary_separation,-1,0.08897133899277844,0.9222642082539608,3.2421550000000003
5dd1ab5dd3ac2a21600f87b8,boundary_separation,1,0.08897133899277844,0.9222642082539608,1.961605
5dd1ab5dd3ac2a21600f87b8,drift_rate,-1,0.08897133899277844,0.9222642082539608,1.2265700000000002
5dd1ab5dd3ac2a21600f87b8,drift_rate,1,0.08897133899277844,0.9222642082539608,1.3832650000000002
5dd32e9deab0423455e0358f,boundary_separation,-1,0.014607234760008385,-1.8653819471103084,1.7842850000000001
5dd32e9deab0423455e0358f,boundary_separation,1,0.014607234760008385,-1.8653819471103084,1.4246699999999999
5dd32e9deab0423455e0358f,drift_rate,-1,0.014607234760008385,-1.8653819471103084,1.54555
5dd32e9deab0423455e0358f,drift_rate,1,0.014607234760008385,-1.8653819471103084,1.8457
5ddda819ca7466d2350d77c6,boundary_separation,-1,-0.43157739063661194,-1.488673007196218,1.789205
5ddda819ca7466d2350d77c6,boundary_separation,1,-0.43157739063661194,-1.488673007196218,1.5306700000000002
5ddda819ca7466d2350d77c6,drift_rate,-1,-0.43157739063661194,-1.488673007196218,1.289485
5ddda819ca7466d2350d77c6,drift_rate,1,-0.43157739063661194,-1.488673007196218,1.590335
5deec7e78b5f8b5683c0355a,boundary_separation,-1,-1.1008543287315424,0.8469224202711428,1.6146449999999999
5deec7e78b5f8b5683c0355a,boundary_separation,1,-1.1008543287315424,0.8469224202711428,1.2215600000000002
5deec7e78b5f8b5683c0355a,drift_rate,-1,-1.1008543287315424,0.8469224202711428,1.24416
5deec7e78b5f8b5683c0355a,drift_rate,1,-1.1008543287315424,0.8469224202711428,1.41214
5e14bd64617219ae6593485a,boundary_separation,-1,-1.0264902244987724,-2.0914073110587625,1.6414849999999999
5e14bd64617219ae6593485a,boundary_separation,1,-1.0264902244987724,-2.0914073110587625,1.025245
5e14bd64617219ae6593485a,drift_rate,-1,-1.0264902244987724,-2.0914073110587625,0.5882205
5e14bd64617219ae6593485a,drift_rate,1,-1.0264902244987724,-2.0914073110587625,1.263185
5e1a7114a90da52e206de7ea,boundary_separation,-1,-0.505941494869382,0.0181627524601438,1.33759
5e1a7114a90da52e206de7ea,boundary_separation,1,-0.505941494869382,0.0181627524601438,1.29669
5e1a7114a90da52e206de7ea,drift_rate,-1,-0.505941494869382,0.0181627524601438,1.370165
5e1a7114a90da52e206de7ea,drift_rate,1,-0.505941494869382,0.0181627524601438,1.4875150000000001
5e2ec46a316225000cf293ce,boundary_separation,-1,-0.2828491821710718,-1.4133312192134,2.42414
5e2ec46a316225000cf293ce,boundary_separation,1,-0.2828491821710718,-1.4133312192134,1.42565
5e2ec46a316225000cf293ce,drift_rate,-1,-0.2828491821710718,-1.4133312192134,0.7379675
5e2ec46a316225000cf293ce,drift_rate,1,-0.2828491821710718,-1.4133312192134,1.48018
5e2f131d0473500224f75035,boundary_separation,-1,-0.35721328640384187,0.16884632842577998,1.764885
5e2f131d0473500224f75035,boundary_separation,1,-0.35721328640384187,0.16884632842577998,1.948125
5e2f131d0473500224f75035,drift_rate,-1,-0.35721328640384187,0.16884632842577998,1.38431
5e2f131d0473500224f75035,drift_rate,1,-0.35721328640384187,0.16884632842577998,1.307855
5e307b72ef67c706b15f4453,boundary_separation,-1,-0.20848507793830176,-0.3585461874539467,1.2729249999999999
5e307b72ef67c706b15f4453,boundary_separation,1,-0.20848507793830176,-0.3585461874539467,1.543195
5e307b72ef67c706b15f4453,drift_rate,-1,-0.20848507793830176,-0.3585461874539467,1.28004
5e307b72ef67c706b15f4453,drift_rate,1,-0.20848507793830176,-0.3585461874539467,1.328015
5e387f2c0d70ef099d5e5a4f,boundary_separation,-1,0.38642775592385864,0.6962388443055066,1.39959
5e387f2c0d70ef099d5e5a4f,boundary_separation,1,0.38642775592385864,0.6962388443055066,1.43399
5e387f2c0d70ef099d5e5a4f,drift_rate,-1,0.38642775592385864,0.6962388443055066,1.2049349999999999
5e387f2c0d70ef099d5e5a4f,drift_rate,1,0.38642775592385864,0.6962388443055066,1.390975
5e3dff6b8714b707b9a258b0,boundary_separation,-1,-0.8777620160332322,-0.5092297634195828,2.394155
5e3dff6b8714b707b9a258b0,boundary_separation,1,-0.8777620160332322,-0.5092297634195828,2.232205
5e3dff6b8714b707b9a258b0,drift_rate,-1,-0.8777620160332322,-0.5092297634195828,0.397786
5e3dff6b8714b707b9a258b0,drift_rate,1,-0.8777620160332322,-0.5092297634195828,0.7308835
5e5e11aed2420e129dc155ce,boundary_separation,-1,-0.2828491821710718,0.5455552683398704,1.6264750000000001
5e5e11aed2420e129dc155ce,boundary_separation,1,-0.2828491821710718,0.5455552683398704,1.8375249999999999
5e5e11aed2420e129dc155ce,drift_rate,-1,-0.2828491821710718,0.5455552683398704,1.3778700000000002
5e5e11aed2420e129dc155ce,drift_rate,1,-0.2828491821710718,0.5455552683398704,1.28083
5e85088b3f06400f3f75e21f,boundary_separation,-1,-0.654669703334922,-1.2626476432477638,1.703905
5e85088b3f06400f3f75e21f,boundary_separation,1,-0.654669703334922,-1.2626476432477638,1.546035
5e85088b3f06400f3f75e21f,drift_rate,-1,-0.654669703334922,-1.2626476432477638,1.50261
5e85088b3f06400f3f75e21f,drift_rate,1,-0.654669703334922,-1.2626476432477638,1.869135
5e88dc8c101fec57cb09fa3a,boundary_separation,-1,-0.7290338075676921,0.16884632842577998,1.383005
5e88dc8c101fec57cb09fa3a,boundary_separation,1,-0.7290338075676921,0.16884632842577998,3.306285
5e88dc8c101fec57cb09fa3a,drift_rate,-1,-0.7290338075676921,0.16884632842577998,1.6111550000000001
5e88dc8c101fec57cb09fa3a,drift_rate,1,-0.7290338075676921,0.16884632842577998,0.1057615
5e8a5f27f35994098ee9a4aa,boundary_separation,-1,0.38642775592385864,0.8469224202711428,2.437045
5e8a5f27f35994098ee9a4aa,boundary_separation,1,0.38642775592385864,0.8469224202711428,2.400595
5e8a5f27f35994098ee9a4aa,drift_rate,-1,0.38642775592385864,0.8469224202711428,1.13277
5e8a5f27f35994098ee9a4aa,drift_rate,1,0.38642775592385864,0.8469224202711428,1.19515
5e92a1a4fc57e20f92eef47f,boundary_separation,-1,-0.505941494869382,0.9222642082539608,1.36028
5e92a1a4fc57e20f92eef47f,boundary_separation,1,-0.505941494869382,0.9222642082539608,1.160365
5e92a1a4fc57e20f92eef47f,drift_rate,-1,-0.505941494869382,0.9222642082539608,1.20696
5e92a1a4fc57e20f92eef47f,drift_rate,1,-0.505941494869382,0.9222642082539608,1.378275
5e9498c27ca863327ced415f,boundary_separation,-1,0.08897133899277844,-0.4338879754367647,1.93433
5e9498c27ca863327ced415f,boundary_separation,1,0.08897133899277844,-0.4338879754367647,1.9748999999999999
5e9498c27ca863327ced415f,drift_rate,-1,0.08897133899277844,-0.4338879754367647,1.291335
5e9498c27ca863327ced415f,drift_rate,1,0.08897133899277844,-0.4338879754367647,1.31538
5e960111bc10f706bfe802fe,boundary_separation,-1,0.014607234760008385,0.6208970563226885,1.5231249999999998
5e960111bc10f706bfe802fe,boundary_separation,1,0.014607234760008385,0.6208970563226885,1.28079
5e960111bc10f706bfe802fe,drift_rate,-1,0.014607234760008385,0.6208970563226885,1.2175
5e960111bc10f706bfe802fe,drift_rate,1,0.014607234760008385,0.6208970563226885,1.4872100000000001
5e9a84af150a8012575e4784,boundary_separation,-1,0.3120636516910886,-0.2832043994711286,2.049675
5e9a84af150a8012575e4784,boundary_separation,1,0.3120636516910886,-0.2832043994711286,1.467055
5e9a84af150a8012575e4784,drift_rate,-1,0.3120636516910886,-0.2832043994711286,0.641174
5e9a84af150a8012575e4784,drift_rate,1,0.3120636516910886,-0.2832043994711286,1.238715
5e9b443223881d04be740737,boundary_separation,-1,0.1633354432255485,-0.4338879754367647,2.439395
5e9b443223881d04be740737,boundary_separation,1,0.1633354432255485,-0.4338879754367647,2.2309400000000004
5e9b443223881d04be740737,drift_rate,-1,0.1633354432255485,-0.4338879754367647,1.11964
5e9b443223881d04be740737,drift_rate,1,0.1633354432255485,-0.4338879754367647,1.2652999999999999
5e9fcb1aa7eac5182448d5ab,boundary_separation,-1,0.08897133899277844,1.1482895722024151,1.8347449999999998
