stim_loop.thisRepN,stim_loop.thisTrialN,stim_loop.thisN,stim_loop.thisIndex,stim_n,sentence_type,condition,prompt,sentence,color,text_stim_stim_n.started,text_stim_stim_n.stopped,text_stim_sentence_type.started,text_stim_sentence_type.stopped,text_stim_condition.started,text_stim_condition.stopped,text_stim_prompt.started,text_stim_prompt.stopped,text_stim_sentence.started,text_stim_sentence.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,208.0892875319987,None,208.0892875319987,None,208.0892875319987,None,208.0892875319987,None,208.1214961100195,None,,,,,,,
