0.3937 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'pyo', 'pygame'] (in that order).
15.8194 	INFO 	Loaded monitor calibration from ['2019_06_02 14:05']
16.5551 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([1., 1., 1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x130dcdb70>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x130cd2da0>, multiSample=False, name='window1', numSamples=2, pos=[577.5, 337.5], screen=0, size=array([2100, 1500]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
16.5553 	EXP 	window1: mouseVisible = True
16.5553 	EXP 	window1: recordFrameIntervals = False
16.7370 	EXP 	window1: recordFrameIntervals = True
16.9192 	DEBUG 	Screen (0) actual frame rate measured at 60.08
16.9192 	EXP 	window1: recordFrameIntervals = False
17.4358 	EXP 	Created text_stim_stim_n = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='grey', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='text_stim_stim_n', opacity=1.0, ori=0, pos=array([-0.67, -0.47]), rgb=array([128., 128., 128.]), text='default text', units='height', win=Window(...), wrapWidth=1)
17.4382 	EXP 	Created text_stim_sentence_type = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='grey', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='text_stim_sentence_type', opacity=1.0, ori=0, pos=array([-0.57, -0.47]), rgb=array([128., 128., 128.]), text='default text', units='height', win=Window(...), wrapWidth=1)
17.4402 	EXP 	Created text_stim_condition = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='grey', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='text_stim_condition', opacity=1.0, ori=0, pos=array([ 0.  , -0.47]), rgb=array([128., 128., 128.]), text='default text', units='height', win=Window(...), wrapWidth=1)
17.4455 	EXP 	Created text_stim_prompt = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='text_stim_prompt', opacity=1.0, ori=0, pos=array([0. , 0.3]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
17.4539 	EXP 	Created text_stim_sentence = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.09, italic=False, languageStyle='LTR', name='text_stim_sentence', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='default text', units='height', win=Window(...), wrapWidth=1)
17.9152 	EXP 	Created text_stim_stim_n = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='grey', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='text_stim_stim_n', opacity=1.0, ori=0, pos=array([-0.67, -0.47]), rgb=array([128., 128., 128.]), text='default text', units='height', win=Window(...), wrapWidth=1)
17.9174 	EXP 	Created text_stim_sentence_type = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='grey', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='text_stim_sentence_type', opacity=1.0, ori=0, pos=array([-0.57, -0.47]), rgb=array([128., 128., 128.]), text='default text', units='height', win=Window(...), wrapWidth=1)
17.9195 	EXP 	Created text_stim_condition = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='grey', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='text_stim_condition', opacity=1.0, ori=0, pos=array([ 0.  , -0.47]), rgb=array([128., 128., 128.]), text='default text', units='height', win=Window(...), wrapWidth=1)
17.9246 	EXP 	Created text_stim_prompt = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='text_stim_prompt', opacity=1.0, ori=0, pos=array([0. , 0.3]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
17.9265 	EXP 	Created text_stim_sentence = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.09, italic=False, languageStyle='LTR', name='text_stim_sentence', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='default text', units='height', win=Window(...), wrapWidth=1)
18.3957 	DEBUG 	Read csv file with pandas: trials/stim_list.csv
18.3981 	DEBUG 	Clearing unnamed columns from trials/stim_list.csv
18.4012 	EXP 	Imported trials/stim_list.csv as conditions, 65 conditions, 6 params
18.4017 	EXP 	Created sequence: sequential, trialTypes=65, nReps=1, seed=None
18.4020 	EXP 	New trial (rep=0, index=0): OrderedDict([('stim_n', 0), ('sentence_type', ' '), ('condition', ' '), ('prompt', 'Instrucciones'), ('sentence', 'Por favor lea las siguientes frases.'), ('color', 'blue')])
18.4367 	EXP 	text_stim_stim_n: text = 0
18.4367 	EXP 	text_stim_sentence_type: text = ' '
18.4367 	EXP 	text_stim_condition: text = ' '
18.4367 	EXP 	text_stim_prompt: color = 'blue (named)'
18.4367 	EXP 	text_stim_prompt: text = 'Instrucciones'
18.4367 	EXP 	text_stim_sentence: text = 'Por favor lea las siguientes frases.'
18.4367 	EXP 	text_stim_stim_n: autoDraw = True
18.4367 	EXP 	text_stim_sentence_type: autoDraw = True
18.4367 	EXP 	text_stim_condition: autoDraw = True
18.4367 	EXP 	text_stim_prompt: autoDraw = True
18.4690 	EXP 	text_stim_sentence: autoDraw = True
52.1947 	DATA 	Keypress: space
52.2075 	EXP 	New trial (rep=0, index=1): OrderedDict([('stim_n', 1), ('sentence_type', 'match'), ('condition', 'declarative_broad_focus'), ('prompt', ' '), ('sentence', 'Daniel iba a Bolivia.'), ('color', 'white')])
52.2386 	EXP 	text_stim_stim_n: autoDraw = False
52.2386 	EXP 	text_stim_sentence_type: autoDraw = False
52.2386 	EXP 	text_stim_condition: autoDraw = False
52.2386 	EXP 	text_stim_prompt: autoDraw = False
52.2386 	EXP 	text_stim_sentence: autoDraw = False
52.2386 	EXP 	text_stim_stim_n: text = 1
52.2386 	EXP 	text_stim_sentence_type: text = 'match'
52.2386 	EXP 	text_stim_condition: text = 'declarative_broad_focus'
52.2386 	EXP 	text_stim_prompt: color = 'white (named)'
52.2386 	EXP 	text_stim_prompt: text = ' '
52.2386 	EXP 	text_stim_sentence: text = 'Daniel iba a Bolivia.'
52.2386 	EXP 	text_stim_stim_n: autoDraw = True
52.2386 	EXP 	text_stim_sentence_type: autoDraw = True
52.2386 	EXP 	text_stim_condition: autoDraw = True
52.2386 	EXP 	text_stim_prompt: autoDraw = True
52.2552 	EXP 	text_stim_sentence: autoDraw = True
56.1898 	EXP 	New trial (rep=0, index=2): OrderedDict([('stim_n', 2), ('sentence_type', 'match'), ('condition', 'declarative_broad_focus'), ('prompt', ' '), ('sentence', 'David leía el libro.'), ('color', 'white')])
56.2018 	DATA 	Keypress: space
56.2231 	EXP 	text_stim_stim_n: autoDraw = False
56.2231 	EXP 	text_stim_sentence_type: autoDraw = False
56.2231 	EXP 	text_stim_condition: autoDraw = False
56.2231 	EXP 	text_stim_prompt: autoDraw = False
56.2231 	EXP 	text_stim_sentence: autoDraw = False
56.2231 	EXP 	text_stim_stim_n: text = 2
56.2231 	EXP 	text_stim_sentence_type: text = 'match'
56.2231 	EXP 	text_stim_condition: text = 'declarative_broad_focus'
56.2231 	EXP 	text_stim_prompt: color = 'white (named)'
